participantID,trialNumber,sampleNumber,sampleOrder,sampleTime,comparisonTime,condition
2,33,51.0,right,10000,20000,V
2,34,39.0,right,10000,20000,V
2,35,48.0,right,10000,20000,V
2,36,8.0,right,10000,20000,VH
2,37,5.0,left,10000,20000,VH
2,38,68.0,right,10000,20000,VH
2,39,44.0,left,10000,20000,VH
2,40,65.0,right,10000,20000,VH
2,41,64.0,left,10000,20000,H
2,42,34.0,left,10000,20000,H
2,43,19.0,left,10000,20000,H
2,44,37.0,left,10000,20000,H
2,45,4.0,right,10000,20000,H
2,46,26.0,right,10000,20000,VH
2,47,29.0,right,10000,20000,VH
2,48,53.0,right,10000,20000,VH
2,49,89.0,left,10000,20000,VH
2,50,47.0,left,10000,20000,VH
2,51,78.0,left,10000,20000,V
2,52,42.0,left,10000,20000,V
2,53,6.0,left,10000,20000,V
2,54,60.0,left,10000,20000,V
2,55,72.0,right,10000,20000,V
2,56,49.0,right,10000,20000,H
2,57,43.0,right,10000,20000,H
2,58,67.0,left,10000,20000,H
2,59,61.0,right,10000,20000,H
2,60,31.0,left,10000,20000,H
2,61,3.0,left,10000,20000,V
2,62,63.0,left,10000,20000,V
2,63,81.0,left,10000,20000,V
2,64,15.0,left,10000,20000,V
2,65,33.0,right,10000,20000,V
2,66,83.0,left,10000,20000,VH
2,67,11.0,left,10000,20000,VH
2,68,56.0,left,10000,20000,VH
2,69,2.0,left,10000,20000,VH
2,70,86.0,right,10000,20000,VH
2,71,16.0,left,10000,20000,H
2,72,70.0,left,10000,20000,H
2,73,40.0,right,10000,20000,H
2,74,22.0,right,10000,20000,H
2,75,82.0,left,10000,20000,H
2,76,84.0,left,10000,20000,V
2,77,66.0,right,10000,20000,V
2,78,90.0,left,10000,20000,V
2,79,9.0,right,10000,20000,V
2,80,57.0,right,10000,20000,V
2,81,85.0,left,10000,20000,H
2,82,52.0,right,10000,20000,H
2,83,76.0,right,10000,20000,H
2,84,13.0,left,10000,20000,H
2,85,88.0,right,10000,20000,H
2,86,50.0,left,10000,20000,VH
2,87,17.0,left,10000,20000,VH
2,88,74.0,right,10000,20000,VH
2,89,71.0,right,10000,20000,VH
2,90,32.0,right,10000,20000,VH
3,1,55.0,left,10000,20000,VH
3,2,10.0,left,10000,20000,VH
3,3,1.0,right,10000,20000,VH
3,4,49.0,right,10000,20000,VH
3,5,58.0,right,10000,20000,VH
3,6,54.0,right,10000,20000,H
3,7,33.0,left,10000,20000,H
3,8,60.0,right,10000,20000,H
3,9,66.0,right,10000,20000,H
3,10,21.0,right,10000,20000,H
3,11,26.0,left,10000,20000,V
3,12,74.0,left,10000,20000,V
3,13,41.0,left,10000,20000,V
3,14,62.0,left,10000,20000,V
3,15,20.0,left,10000,20000,V
3,16,88.0,left,10000,20000,VH
3,17,82.0,left,10000,20000,VH
3,18,28.0,right,10000,20000,VH
3,19,31.0,right,10000,20000,VH
3,20,19.0,right,10000,20000,VH
3,21,35.0,right,10000,20000,V
3,22,23.0,left,10000,20000,V
3,23,5.0,right,10000,20000,V
3,24,53.0,right,10000,20000,V
3,25,83.0,right,10000,20000,V
3,26,84.0,left,10000,20000,H
3,27,30.0,left,10000,20000,H
3,28,51.0,right,10000,20000,H
3,29,39.0,left,10000,20000,H
3,30,9.0,left,10000,20000,H
3,31,8.0,left,10000,20000,V
3,32,29.0,right,10000,20000,V
3,33,86.0,right,10000,20000,V
3,34,50.0,left,10000,20000,V
3,35,59.0,left,10000,20000,V
3,36,3.0,right,10000,20000,H
3,37,6.0,right,10000,20000,H
3,38,63.0,left,10000,20000,H
3,39,78.0,left,10000,20000,H
3,40,81.0,right,10000,20000,H
3,41,79.0,right,10000,20000,VH
3,42,4.0,left,10000,20000,VH
3,43,13.0,right,10000,20000,VH
3,44,34.0,right,10000,20000,VH
3,45,7.0,left,10000,20000,VH
3,46,22.0,left,10000,20000,VH
3,47,61.0,right,10000,20000,VH
3,48,52.0,right,10000,20000,VH
3,49,85.0,left,10000,20000,VH
3,50,64.0,left,10000,20000,VH
3,51,89.0,right,10000,20000,V
3,52,68.0,left,10000,20000,V
3,53,71.0,right,10000,20000,V
3,54,56.0,right,10000,20000,V
3,55,11.0,right,10000,20000,V
3,56,42.0,left,10000,20000,H
3,57,45.0,right,10000,20000,H
3,58,48.0,left,10000,20000,H
3,59,36.0,left,10000,20000,H
3,60,24.0,right,10000,20000,H
3,61,73.0,right,10000,20000,VH
3,62,76.0,left,10000,20000,VH
3,63,40.0,right,10000,20000,VH
3,64,16.0,left,10000,20000,VH
3,65,67.0,left,10000,20000,VH
3,66,38.0,left,10000,20000,V
3,67,2.0,left,10000,20000,V
3,68,44.0,right,10000,20000,V
3,69,14.0,left,10000,20000,V
3,70,47.0,right,10000,20000,V
3,71,72.0,right,10000,20000,H
3,72,18.0,right,10000,20000,H
3,73,15.0,right,10000,20000,H
3,74,90.0,right,10000,20000,H
3,75,57.0,left,10000,20000,H
3,76,87.0,right,10000,20000,H
3,77,69.0,left,10000,20000,H
3,78,75.0,left,10000,20000,H
3,79,12.0,left,10000,20000,H
3,80,27.0,left,10000,20000,H
3,81,43.0,left,10000,20000,VH
3,82,25.0,left,10000,20000,VH
3,83,46.0,left,10000,20000,VH
3,84,70.0,right,10000,20000,VH
3,85,37.0,right,10000,20000,VH
3,86,32.0,right,10000,20000,V
3,87,65.0,right,10000,20000,V
3,88,17.0,left,10000,20000,V
3,89,77.0,right,10000,20000,V
3,90,80.0,left,10000,20000,V
4,1,5.0,right,10000,20000,H
4,2,32.0,left,10000,20000,H
4,3,86.0,left,10000,20000,H
4,4,62.0,right,10000,20000,H
4,5,14.0,right,10000,20000,H
4,6,46.0,left,10000,20000,V
4,7,31.0,left,10000,20000,V
4,8,4.0,right,10000,20000,V
4,9,34.0,right,10000,20000,V
4,10,25.0,left,10000,20000,V
4,11,69.0,right,10000,20000,VH
4,12,72.0,left,10000,20000,VH
4,13,33.0,left,10000,20000,VH
4,14,60.0,right,10000,20000,VH
4,15,54.0,right,10000,20000,VH
4,16,71.0,right,10000,20000,H
4,17,80.0,right,10000,20000,H
4,18,8.0,left,10000,20000,H
4,19,83.0,left,10000,20000,H
4,20,26.0,right,10000,20000,H
4,21,30.0,right,10000,20000,VH
4,22,51.0,right,10000,20000,VH
4,23,6.0,right,10000,20000,VH
4,24,66.0,left,10000,20000,VH
4,25,90.0,right,10000,20000,VH
4,26,82.0,left,10000,20000,V
4,27,13.0,right,10000,20000,V
4,28,52.0,right,10000,20000,V
4,29,40.0,left,10000,20000,V
4,30,73.0,right,10000,20000,V
4,31,53.0,right,10000,20000,H
4,32,68.0,left,10000,20000,H
4,33,74.0,left,10000,20000,H
4,34,77.0,left,10000,20000,H
4,35,38.0,left,10000,20000,H
4,36,9.0,left,10000,20000,VH
4,37,63.0,right,10000,20000,VH
4,38,81.0,right,10000,20000,VH
4,39,87.0,left,10000,20000,VH
4,40,57.0,left,10000,20000,VH
4,41,79.0,right,10000,20000,V
4,42,58.0,right,10000,20000,V
4,43,55.0,right,10000,20000,V
4,44,19.0,left,10000,20000,V
4,45,7.0,left,10000,20000,V
4,46,64.0,right,10000,20000,V
4,47,22.0,left,10000,20000,V
4,48,70.0,left,10000,20000,V
4,49,61.0,left,10000,20000,V
4,50,85.0,left,10000,20000,V
4,51,3.0,right,10000,20000,VH
4,52,39.0,left,10000,20000,VH
4,53,48.0,left,10000,20000,VH
4,54,15.0,right,10000,20000,VH
4,55,12.0,left,10000,20000,VH
4,56,56.0,right,10000,20000,H
4,57,50.0,left,10000,20000,H
4,58,17.0,right,10000,20000,H
4,59,44.0,right,10000,20000,H
4,60,35.0,left,10000,20000,H
4,61,45.0,right,10000,20000,VH
4,62,24.0,left,10000,20000,VH
4,63,21.0,right,10000,20000,VH
4,64,78.0,left,10000,20000,VH
4,65,42.0,left,10000,20000,VH
4,66,65.0,left,10000,20000,H
4,67,11.0,left,10000,20000,H
4,68,23.0,right,10000,20000,H
4,69,20.0,right,10000,20000,H
4,70,59.0,right,10000,20000,H
4,71,37.0,right,10000,20000,V
4,72,16.0,left,10000,20000,V
4,73,49.0,right,10000,20000,V
4,74,67.0,left,10000,20000,V
4,75,88.0,right,10000,20000,V
4,76,89.0,right,10000,20000,H
4,77,29.0,left,10000,20000,H
4,78,2.0,left,10000,20000,H
4,79,47.0,right,10000,20000,H
4,80,41.0,left,10000,20000,H
4,81,10.0,right,10000,20000,V
4,82,28.0,left,10000,20000,V
4,83,76.0,right,10000,20000,V
4,84,1.0,right,10000,20000,V
4,85,43.0,left,10000,20000,V
4,86,36.0,left,10000,20000,VH
4,87,27.0,left,10000,20000,VH
4,88,18.0,right,10000,20000,VH
4,89,75.0,right,10000,20000,VH
4,90,84.0,left,10000,20000,VH
5,1,4.0,right,10000,20000,H
5,2,13.0,left,10000,20000,H
5,3,82.0,right,10000,20000,H
5,4,55.0,left,10000,20000,H
5,5,34.0,left,10000,20000,H
5,6,32.0,left,10000,20000,VH
5,7,20.0,left,10000,20000,VH
5,8,14.0,right,10000,20000,VH
5,9,74.0,left,10000,20000,VH
5,10,26.0,left,10000,20000,VH
5,11,72.0,left,10000,20000,V
5,12,51.0,left,10000,20000,V
5,13,39.0,left,10000,20000,V
5,14,48.0,left,10000,20000,V
5,15,27.0,left,10000,20000,V
5,16,9.0,right,10000,20000,V
5,17,3.0,left,10000,20000,V
5,18,18.0,left,10000,20000,V
5,19,15.0,right,10000,20000,V
5,20,30.0,left,10000,20000,V
5,21,11.0,left,10000,20000,VH
5,22,47.0,right,10000,20000,VH
5,23,77.0,right,10000,20000,VH
5,24,53.0,right,10000,20000,VH
5,25,8.0,left,10000,20000,VH
5,26,28.0,right,10000,20000,H
5,27,22.0,right,10000,20000,H
5,28,79.0,right,10000,20000,H
5,29,10.0,left,10000,20000,H
5,30,1.0,left,10000,20000,H
5,31,40.0,right,10000,20000,H
5,32,46.0,right,10000,20000,H
5,33,43.0,right,10000,20000,H
5,34,67.0,left,10000,20000,H
5,35,7.0,right,10000,20000,H
5,36,21.0,right,10000,20000,V
5,37,78.0,left,10000,20000,V
5,38,54.0,right,10000,20000,V
5,39,75.0,right,10000,20000,V
5,40,66.0,right,10000,20000,V
5,41,83.0,right,10000,20000,VH
5,42,38.0,left,10000,20000,VH
5,43,29.0,left,10000,20000,VH
5,44,62.0,right,10000,20000,VH
5,45,68.0,left,10000,20000,VH
5,46,24.0,right,10000,20000,V
5,47,90.0,right,10000,20000,V
5,48,84.0,left,10000,20000,V
5,49,6.0,right,10000,20000,V
5,50,36.0,left,10000,20000,V
5,51,25.0,right,10000,20000,H
5,52,19.0,right,10000,20000,H
5,53,85.0,left,10000,20000,H
5,54,58.0,left,10000,20000,H
5,55,61.0,right,10000,20000,H
5,56,86.0,right,10000,20000,VH
5,57,80.0,left,10000,20000,VH
5,58,89.0,left,10000,20000,VH
5,59,41.0,right,10000,20000,VH
5,60,44.0,right,10000,20000,VH
5,61,35.0,left,10000,20000,VH
5,62,17.0,left,10000,20000,VH
5,63,23.0,right,10000,20000,VH
5,64,50.0,right,10000,20000,VH
5,65,56.0,right,10000,20000,VH
5,66,69.0,right,10000,20000,V
5,67,33.0,right,10000,20000,V
5,68,60.0,right,10000,20000,V
5,69,12.0,left,10000,20000,V
5,70,45.0,right,10000,20000,V
5,71,31.0,left,10000,20000,H
5,72,73.0,right,10000,20000,H
5,73,64.0,left,10000,20000,H
5,74,88.0,left,10000,20000,H
5,75,70.0,left,10000,20000,H
5,76,63.0,right,10000,20000,V
5,77,42.0,left,10000,20000,V
5,78,57.0,left,10000,20000,V
5,79,81.0,right,10000,20000,V
5,80,87.0,left,10000,20000,V
5,81,16.0,left,10000,20000,H
5,82,52.0,right,10000,20000,H
5,83,49.0,right,10000,20000,H
5,84,76.0,left,10000,20000,H
5,85,37.0,left,10000,20000,H
5,86,65.0,right,10000,20000,VH
5,87,5.0,left,10000,20000,VH
5,88,59.0,right,10000,20000,VH
5,89,71.0,left,10000,20000,VH
5,90,2.0,right,10000,20000,VH
6,1,36.0,right,10000,20000,H
6,2,60.0,right,10000,20000,H
6,3,42.0,left,10000,20000,H
6,4,24.0,right,10000,20000,H
6,5,78.0,right,10000,20000,H
6,6,77.0,right,10000,20000,V
6,7,89.0,left,10000,20000,V
6,8,32.0,left,10000,20000,V
6,9,35.0,left,10000,20000,V
6,10,17.0,left,10000,20000,V
6,11,79.0,right,10000,20000,VH
6,12,85.0,left,10000,20000,VH
6,13,28.0,left,10000,20000,VH
6,14,58.0,left,10000,20000,VH
6,15,22.0,left,10000,20000,VH
6,16,59.0,right,10000,20000,V
6,17,47.0,left,10000,20000,V
6,18,62.0,left,10000,20000,V
6,19,38.0,right,10000,20000,V
6,20,53.0,left,10000,20000,V
6,21,15.0,right,10000,20000,H
6,22,66.0,right,10000,20000,H
6,23,18.0,left,10000,20000,H
6,24,51.0,left,10000,20000,H
6,25,63.0,right,10000,20000,H
6,26,64.0,left,10000,20000,VH
6,27,52.0,left,10000,20000,VH
6,28,34.0,right,10000,20000,VH
6,29,55.0,right,10000,20000,VH
6,30,10.0,right,10000,20000,VH
6,31,9.0,right,10000,20000,H
6,32,48.0,right,10000,20000,H
6,33,54.0,right,10000,20000,H
6,34,6.0,right,10000,20000,H
6,35,69.0,left,10000,20000,H
6,36,29.0,right,10000,20000,V
6,37,71.0,right,10000,20000,V
6,38,14.0,left,10000,20000,V
6,39,65.0,left,10000,20000,V
6,40,5.0,left,10000,20000,V
6,41,1.0,left,10000,20000,VH
6,42,67.0,left,10000,20000,VH
6,43,76.0,right,10000,20000,VH
6,44,70.0,left,10000,20000,VH
6,45,49.0,right,10000,20000,VH
6,46,88.0,right,10000,20000,VH
6,47,16.0,left,10000,20000,VH
6,48,46.0,right,10000,20000,VH
6,49,25.0,right,10000,20000,VH
6,50,7.0,left,10000,20000,VH
6,51,45.0,left,10000,20000,H
6,52,87.0,left,10000,20000,H
6,53,57.0,left,10000,20000,H
6,54,3.0,right,10000,20000,H
6,55,12.0,left,10000,20000,H
6,56,74.0,right,10000,20000,V
6,57,23.0,left,10000,20000,V
6,58,11.0,left,10000,20000,V
6,59,80.0,right,10000,20000,V
6,60,41.0,right,10000,20000,V
6,61,72.0,left,10000,20000,H
6,62,33.0,left,10000,20000,H
6,63,81.0,right,10000,20000,H
6,64,75.0,right,10000,20000,H
6,65,21.0,right,10000,20000,H
6,66,13.0,right,10000,20000,VH
6,67,43.0,right,10000,20000,VH
6,68,61.0,right,10000,20000,VH
6,69,40.0,right,10000,20000,VH
6,70,37.0,left,10000,20000,VH
6,71,86.0,left,10000,20000,V
6,72,50.0,left,10000,20000,V
6,73,20.0,right,10000,20000,V
6,74,44.0,right,10000,20000,V
6,75,8.0,right,10000,20000,V
6,76,39.0,left,10000,20000,H
6,77,27.0,left,10000,20000,H
6,78,30.0,left,10000,20000,H
6,79,90.0,left,10000,20000,H
6,80,84.0,left,10000,20000,H
6,81,19.0,right,10000,20000,VH
6,82,4.0,left,10000,20000,VH
6,83,82.0,left,10000,20000,VH
6,84,31.0,right,10000,20000,VH
6,85,73.0,left,10000,20000,VH
6,86,26.0,right,10000,20000,V
6,87,68.0,right,10000,20000,V
6,88,83.0,left,10000,20000,V
6,89,56.0,right,10000,20000,V
6,90,2.0,right,10000,20000,V
7,1,67.0,left,10000,20000,V
7,2,70.0,left,10000,20000,V
7,3,52.0,right,10000,20000,V
7,4,46.0,left,10000,20000,V
7,5,61.0,right,10000,20000,V
7,6,63.0,left,10000,20000,VH
7,7,54.0,right,10000,20000,VH
7,8,24.0,left,10000,20000,VH
7,9,81.0,left,10000,20000,VH
7,10,69.0,right,10000,20000,VH
7,11,65.0,right,10000,20000,H
7,12,59.0,right,10000,20000,H
7,13,53.0,right,10000,20000,H
7,14,86.0,right,10000,20000,H
7,15,2.0,left,10000,20000,H
7,16,68.0,right,10000,20000,H
7,17,5.0,left,10000,20000,H
7,18,8.0,right,10000,20000,H
7,19,11.0,right,10000,20000,H
7,20,77.0,left,10000,20000,H
7,21,78.0,right,10000,20000,VH
7,22,51.0,right,10000,20000,VH
7,23,39.0,left,10000,20000,VH
7,24,87.0,left,10000,20000,VH
7,25,21.0,right,10000,20000,VH
7,26,16.0,left,10000,20000,V
7,27,79.0,right,10000,20000,V
7,28,40.0,left,10000,20000,V
7,29,34.0,left,10000,20000,V
7,30,88.0,right,10000,20000,V
7,31,66.0,left,10000,20000,VH
7,32,45.0,right,10000,20000,VH
7,33,60.0,left,10000,20000,VH
7,34,3.0,left,10000,20000,VH
7,35,18.0,right,10000,20000,VH
7,36,80.0,left,10000,20000,H
7,37,83.0,left,10000,20000,H
7,38,35.0,right,10000,20000,H
7,39,71.0,left,10000,20000,H
7,40,29.0,left,10000,20000,H
7,41,82.0,right,10000,20000,V
7,42,85.0,left,10000,20000,V
7,43,4.0,left,10000,20000,V
7,44,55.0,left,10000,20000,V
7,45,43.0,right,10000,20000,V
7,46,50.0,left,10000,20000,H
7,47,56.0,right,10000,20000,H
7,48,14.0,right,10000,20000,H
7,49,17.0,left,10000,20000,H
7,50,41.0,right,10000,20000,H
7,51,30.0,left,10000,20000,VH
7,52,48.0,right,10000,20000,VH
7,53,15.0,right,10000,20000,VH
7,54,75.0,right,10000,20000,VH
7,55,27.0,right,10000,20000,VH
7,56,10.0,right,10000,20000,V
7,57,49.0,left,10000,20000,V
7,58,76.0,left,10000,20000,V
7,59,31.0,left,10000,20000,V
7,60,64.0,left,10000,20000,V
7,61,73.0,left,10000,20000,V
7,62,13.0,right,10000,20000,V
7,63,19.0,right,10000,20000,V
7,64,22.0,right,10000,20000,V
7,65,25.0,right,10000,20000,V
7,66,62.0,left,10000,20000,H
7,67,89.0,left,10000,20000,H
7,68,32.0,left,10000,20000,H
7,69,20.0,right,10000,20000,H
7,70,26.0,left,10000,20000,H
7,71,57.0,left,10000,20000,VH
7,72,12.0,left,10000,20000,VH
7,73,36.0,right,10000,20000,VH
7,74,9.0,left,10000,20000,VH
7,75,90.0,left,10000,20000,VH
7,76,28.0,right,10000,20000,V
7,77,58.0,left,10000,20000,V
7,78,1.0,right,10000,20000,V
7,79,7.0,right,10000,20000,V
7,80,37.0,right,10000,20000,V
7,81,74.0,right,10000,20000,H
7,82,44.0,right,10000,20000,H
7,83,38.0,left,10000,20000,H
7,84,47.0,left,10000,20000,H
7,85,23.0,right,10000,20000,H
7,86,72.0,left,10000,20000,VH
7,87,42.0,right,10000,20000,VH
7,88,6.0,left,10000,20000,VH
7,89,84.0,right,10000,20000,VH
7,90,33.0,right,10000,20000,VH
8,1,55.0,right,10000,20000,H
8,2,82.0,left,10000,20000,H
8,3,16.0,left,10000,20000,H
8,4,46.0,left,10000,20000,H
8,5,10.0,right,10000,20000,H
8,6,60.0,right,10000,20000,V
8,7,18.0,right,10000,20000,V
8,8,9.0,left,10000,20000,V
8,9,39.0,right,10000,20000,V
8,10,12.0,right,10000,20000,V
8,11,11.0,left,10000,20000,VH
8,12,68.0,right,10000,20000,VH
8,13,35.0,left,10000,20000,VH
8,14,44.0,left,10000,20000,VH
8,15,47.0,left,10000,20000,VH
8,16,57.0,right,10000,20000,V
8,17,75.0,left,10000,20000,V
8,18,90.0,right,10000,20000,V
8,19,36.0,right,10000,20000,V
8,20,69.0,right,10000,20000,V
8,21,13.0,left,10000,20000,H
8,22,28.0,right,10000,20000,H
8,23,70.0,right,10000,20000,H
8,24,85.0,left,10000,20000,H
8,25,43.0,left,10000,20000,H
8,26,80.0,right,10000,20000,VH
8,27,32.0,left,10000,20000,VH
8,28,83.0,right,10000,20000,VH
8,29,50.0,right,10000,20000,VH
8,30,5.0,left,10000,20000,VH
8,31,79.0,left,10000,20000,H
8,32,58.0,left,10000,20000,H
8,33,40.0,right,10000,20000,H
8,34,64.0,right,10000,20000,H
8,35,19.0,left,10000,20000,H
8,36,26.0,right,10000,20000,VH
8,37,20.0,left,10000,20000,VH
8,38,53.0,left,10000,20000,VH
8,39,56.0,right,10000,20000,VH
8,40,2.0,left,10000,20000,VH
8,41,3.0,left,10000,20000,V
8,42,33.0,left,10000,20000,V
8,43,42.0,left,10000,20000,V
8,44,84.0,left,10000,20000,V
8,45,78.0,left,10000,20000,V
8,46,74.0,left,10000,20000,VH
8,47,65.0,left,10000,20000,VH
8,48,38.0,right,10000,20000,VH
8,49,86.0,left,10000,20000,VH
8,50,29.0,right,10000,20000,VH
8,51,1.0,left,10000,20000,H
8,52,49.0,right,10000,20000,H
8,53,31.0,right,10000,20000,H
8,54,7.0,left,10000,20000,H
8,55,4.0,left,10000,20000,H
8,56,87.0,right,10000,20000,V
8,57,81.0,left,10000,20000,V
8,58,30.0,left,10000,20000,V
8,59,21.0,right,10000,20000,V
8,60,54.0,right,10000,20000,V
8,61,23.0,left,10000,20000,VH
8,62,41.0,right,10000,20000,VH
8,63,14.0,right,10000,20000,VH
8,64,89.0,left,10000,20000,VH
8,65,8.0,right,10000,20000,VH
8,66,22.0,right,10000,20000,H
8,67,88.0,left,10000,20000,H
8,68,34.0,right,10000,20000,H
8,69,37.0,right,10000,20000,H
8,70,76.0,left,10000,20000,H
8,71,27.0,left,10000,20000,V
8,72,48.0,left,10000,20000,V
8,73,6.0,right,10000,20000,V
8,74,45.0,right,10000,20000,V
8,75,51.0,left,10000,20000,V
8,76,52.0,right,10000,20000,H
8,77,73.0,left,10000,20000,H
8,78,61.0,right,10000,20000,H
8,79,67.0,right,10000,20000,H
8,80,25.0,right,10000,20000,H
8,81,71.0,right,10000,20000,VH
8,82,59.0,right,10000,20000,VH
8,83,77.0,right,10000,20000,VH
8,84,17.0,left,10000,20000,VH
8,85,62.0,right,10000,20000,VH
8,86,15.0,right,10000,20000,V
8,87,66.0,left,10000,20000,V
8,88,24.0,right,10000,20000,V
8,89,72.0,left,10000,20000,V
8,90,63.0,left,10000,20000,V
9,1,73.0,right,10000,20000,VH
9,2,64.0,left,10000,20000,VH
9,3,7.0,right,10000,20000,VH
9,4,31.0,left,10000,20000,VH
9,5,88.0,left,10000,20000,VH
9,6,59.0,left,10000,20000,V
9,7,23.0,right,10000,20000,V
9,8,2.0,left,10000,20000,V
9,9,50.0,left,10000,20000,V
9,10,14.0,right,10000,20000,V
9,11,18.0,right,10000,20000,H
9,12,51.0,left,10000,20000,H
9,13,78.0,left,10000,20000,H
9,14,45.0,left,10000,20000,H
9,15,57.0,right,10000,20000,H
9,16,80.0,right,10000,20000,V
9,17,56.0,left,10000,20000,V
9,18,89.0,right,10000,20000,V
9,19,62.0,right,10000,20000,V
9,20,74.0,left,10000,20000,V
9,21,55.0,right,10000,20000,VH
9,22,61.0,right,10000,20000,VH
9,23,58.0,left,10000,20000,VH
9,24,10.0,right,10000,20000,VH
9,25,76.0,left,10000,20000,VH
9,26,75.0,right,10000,20000,H
9,27,27.0,left,10000,20000,H
9,28,66.0,left,10000,20000,H
9,29,33.0,right,10000,20000,H
9,30,87.0,left,10000,20000,H
9,31,34.0,right,10000,20000,VH
9,32,49.0,right,10000,20000,VH
9,33,4.0,right,10000,20000,VH
9,34,40.0,right,10000,20000,VH
9,35,67.0,right,10000,20000,VH
9,36,29.0,right,10000,20000,V
9,37,86.0,right,10000,20000,V
9,38,47.0,right,10000,20000,V
9,39,68.0,left,10000,20000,V
