participantID,trialNumber,stimulus,sampleOrder,sampleTime,comparisonTime,condition,template
8,104,29,left,10000,20000,V,4
20,48,65,right,10000,20000,H,8
22,18,41,right,10000,20000,V,5
16,101,35,left,10000,20000,H,4
3,63,40,right,10000,20000,H,5
23,19,85,right,10000,20000,H,10
2,19,71,left,10000,20000,VH,8
5,86,63,left,10000,20000,VH,7
1,69,30,right,10000,20000,H,4
13,51,15,left,10000,20000,H,2
25,20,42,right,10000,20000,V,5
11,106,20,left,10000,20000,V,3
18,61,53,left,10000,20000,H,6
23,73,42,right,10000,20000,V,5
26,18,11,left,10000,20000,VH,2
25,17,40,right,10000,20000,VH,5
1,11,81,left,10000,20000,V,9
30,64,98,right,10000,20000,H,11
19,6,24,left,10000,20000,V,3
22,17,47,right,10000,20000,V,6
5,59,69,right,10000,20000,V,8
26,27,87,left,10000,20000,H,10
21,105,20,right,10000,20000,V,3
20,86,1,left,10000,20000,H,1
27,1,22,right,10000,20000,VH,3
5,55,95,right,10000,20000,V,11
13,87,86,left,10000,20000,VH,10
29,64,76,left,10000,20000,V,9
2,43,101,right,10000,20000,VH,12
19,66,91,left,10000,20000,H,11
20,32,22,left,10000,20000,VH,3
5,12,92,left,10000,20000,VH,11
20,28,53,left,10000,20000,V,6
3,5,85,left,10000,20000,VH,10
4,56,10,left,10000,20000,V,2
4,12,84,left,10000,20000,VH,10
13,102,80,left,10000,20000,H,9
19,47,100,left,10000,20000,H,12
2,33,4,left,10000,20000,H,1
6,12,82,left,10000,20000,V,10
29,73,5,right,10000,20000,H,1
30,3,104,left,10000,20000,V,12
18,28,83,right,10000,20000,V,10
17,9,17,right,10000,20000,V,2
15,5,98,right,10000,20000,VH,11
28,49,64,right,10000,20000,H,8
5,62,99,left,10000,20000,VH,11
26,101,62,left,10000,20000,V,7
8,102,6,right,10000,20000,VH,1
8,96,17,right,10000,20000,H,2
7,52,5,right,10000,20000,VH,1
26,91,51,left,10000,20000,H,6
22,88,17,right,10000,20000,H,2
8,100,59,right,10000,20000,VH,7
20,68,52,left,10000,20000,VH,6
9,92,76,left,10000,20000,VH,9
25,38,93,left,10000,20000,H,11
13,29,79,left,10000,20000,H,9
6,61,102,right,10000,20000,H,12
15,9,97,right,10000,20000,V,11
2,55,55,left,10000,20000,H,7
21,54,55,left,10000,20000,VH,7
2,36,71,right,10000,20000,H,8
15,78,97,left,10000,20000,H,11
16,54,105,left,10000,20000,H,12
3,72,90,right,10000,20000,VH,10
16,50,62,left,10000,20000,H,7
27,51,69,left,10000,20000,V,8
17,53,17,left,10000,20000,V,2
22,32,23,left,10000,20000,VH,3
25,6,28,left,10000,20000,V,4
28,4,42,left,10000,20000,V,5
16,95,42,right,10000,20000,VH,5
10,79,50,left,10000,20000,H,6
27,52,8,left,10000,20000,V,1
11,68,100,right,10000,20000,VH,12
1,83,89,right,10000,20000,V,10
2,83,46,right,10000,20000,VH,6
4,74,63,right,10000,20000,VH,7
28,108,69,right,10000,20000,VH,8
27,87,43,left,10000,20000,VH,5
19,21,5,left,10000,20000,H,1
14,31,87,left,10000,20000,H,10
20,35,98,right,10000,20000,VH,11
13,62,36,right,10000,20000,H,4
20,51,29,right,10000,20000,V,4
3,12,53,right,10000,20000,H,6
26,69,61,right,10000,20000,H,7
23,17,107,right,10000,20000,V,12
28,107,62,right,10000,20000,VH,7
8,57,55,right,10000,20000,H,7
7,44,98,right,10000,20000,H,11
6,34,7,left,10000,20000,V,1
20,100,31,right,10000,20000,H,4
7,32,79,right,10000,20000,V,9
2,42,1,left,10000,20000,H,1
25,99,62,right,10000,20000,H,7
20,20,41,left,10000,20000,H,5
10,18,45,left,10000,20000,H,5
28,65,86,right,10000,20000,H,10
12,101,85,right,10000,20000,VH,10
9,59,77,right,10000,20000,V,9
3,68,44,left,10000,20000,VH,5
18,85,106,left,10000,20000,VH,12
10,27,107,left,10000,20000,H,12
20,70,95,left,10000,20000,VH,11
9,79,12,right,10000,20000,H,2
24,27,48,left,10000,20000,VH,6
28,69,8,left,10000,20000,V,1
21,91,26,right,10000,20000,VH,3
30,20,36,right,10000,20000,V,4
10,75,27,left,10000,20000,VH,3
10,102,31,right,10000,20000,VH,4
8,99,50,left,10000,20000,VH,6
8,33,105,right,10000,20000,V,12
26,80,37,right,10000,20000,VH,5
13,28,8,right,10000,20000,H,1
18,86,43,right,10000,20000,VH,5
6,86,70,right,10000,20000,V,8
3,84,5,left,10000,20000,V,1
5,77,91,left,10000,20000,V,11
6,68,63,left,10000,20000,V,7
24,63,102,left,10000,20000,VH,12
26,4,4,left,10000,20000,H,1
3,91,77,right,10000,20000,V,9
24,48,31,right,10000,20000,V,4
26,23,57,right,10000,20000,VH,7
18,97,69,left,10000,20000,V,8
20,27,91,left,10000,20000,V,11
15,74,92,left,10000,20000,H,11
5,100,81,right,10000,20000,VH,9
10,78,18,right,10000,20000,VH,2
18,30,64,left,10000,20000,V,8
1,66,101,left,10000,20000,V,12
26,38,18,right,10000,20000,VH,2
17,97,2,right,10000,20000,V,1
7,19,97,left,10000,20000,VH,11
3,89,45,right,10000,20000,VH,5
11,56,44,right,10000,20000,V,5
9,5,106,right,10000,20000,H,12
22,45,75,left,10000,20000,H,9
13,103,19,right,10000,20000,V,3
3,10,106,right,10000,20000,H,12
30,105,46,right,10000,20000,V,6
25,72,58,right,10000,20000,V,7
11,61,12,right,10000,20000,H,2
24,72,36,right,10000,20000,V,4
19,31,98,right,10000,20000,V,11
10,61,96,right,10000,20000,V,11
13,39,79,left,10000,20000,VH,9
25,59,18,left,10000,20000,H,2
22,5,54,left,10000,20000,VH,6
13,17,14,right,10000,20000,H,2
21,12,67,right,10000,20000,V,8
24,71,55,left,10000,20000,V,7
7,39,38,right,10000,20000,V,5
27,82,38,right,10000,20000,V,5
8,65,80,right,10000,20000,VH,9
2,7,53,left,10000,20000,V,6
15,48,43,right,10000,20000,H,5
19,73,61,right,10000,20000,V,7
6,49,38,left,10000,20000,VH,5
12,55,31,right,10000,20000,V,4
15,16,104,right,10000,20000,H,12
23,58,31,left,10000,20000,VH,4
12,40,29,left,10000,20000,VH,4
10,94,69,left,10000,20000,H,8
15,73,108,right,10000,20000,H,12
29,13,43,right,10000,20000,H,5
21,79,100,left,10000,20000,VH,12
19,68,97,left,10000,20000,V,11
13,61,99,right,10000,20000,H,11
9,35,86,left,10000,20000,VH,10
21,103,106,right,10000,20000,V,12
29,103,46,right,10000,20000,V,6
3,38,82,right,10000,20000,H,10
21,68,98,right,10000,20000,VH,11
15,105,40,right,10000,20000,V,5
3,86,43,left,10000,20000,VH,5
15,11,102,right,10000,20000,V,12
12,96,63,right,10000,20000,V,7
1,86,15,right,10000,20000,H,2
27,73,96,left,10000,20000,H,11
21,41,61,right,10000,20000,V,7
10,76,35,left,10000,20000,VH,4
10,16,69,right,10000,20000,H,8
8,83,41,left,10000,20000,VH,5
28,15,79,right,10000,20000,H,9
1,76,67,left,10000,20000,VH,8
26,90,12,left,10000,20000,H,2
9,63,63,left,10000,20000,H,7
15,32,32,right,10000,20000,H,4
22,58,103,right,10000,20000,H,12
9,95,93,left,10000,20000,VH,11
7,57,39,right,10000,20000,H,5
25,39,83,left,10000,20000,H,10
1,54,29,left,10000,20000,VH,4
28,93,11,left,10000,20000,H,2
23,30,99,left,10000,20000,VH,11
10,64,19,right,10000,20000,V,3
21,19,52,right,10000,20000,H,6
14,16,69,left,10000,20000,V,8
25,41,93,left,10000,20000,H,11
5,6,86,right,10000,20000,V,10
26,12,65,right,10000,20000,V,8
6,75,5,left,10000,20000,H,1
6,24,1,right,10000,20000,VH,1
20,44,22,right,10000,20000,H,3
4,48,1,right,10000,20000,VH,1
18,37,55,right,10000,20000,V,7
29,74,73,left,10000,20000,H,9
17,62,82,right,10000,20000,V,10
11,39,87,right,10000,20000,H,10
7,29,20,right,10000,20000,H,3
26,98,58,left,10000,20000,V,7
4,28,61,left,10000,20000,V,7
18,69,21,left,10000,20000,VH,3
25,104,63,left,10000,20000,VH,7
13,46,9,right,10000,20000,V,1
16,26,94,left,10000,20000,VH,11
6,79,60,right,10000,20000,VH,7
25,95,5,right,10000,20000,V,1
2,1,80,left,10000,20000,VH,9
6,95,13,left,10000,20000,V,2
15,17,79,right,10000,20000,H,9
30,17,28,left,10000,20000,H,4
23,3,1,left,10000,20000,VH,1
9,9,44,right,10000,20000,V,5
25,86,104,left,10000,20000,V,12
17,92,103,left,10000,20000,VH,12
19,40,100,right,10000,20000,V,12
14,67,37,left,10000,20000,H,5
18,63,99,right,10000,20000,H,11
6,63,38,right,10000,20000,H,5
3,60,99,right,10000,20000,V,11
27,35,58,right,10000,20000,H,7
16,63,77,right,10000,20000,H,9
13,93,37,left,10000,20000,VH,5
21,31,12,right,10000,20000,VH,2
20,18,40,left,10000,20000,H,5
20,89,57,right,10000,20000,H,7
23,107,79,right,10000,20000,V,9
25,40,28,left,10000,20000,H,4
10,49,104,right,10000,20000,H,12
9,15,81,right,10000,20000,VH,9
6,104,17,right,10000,20000,H,2
20,8,6,left,10000,20000,V,1
10,107,35,left,10000,20000,V,4
10,32,18,right,10000,20000,VH,2
29,30,14,left,10000,20000,VH,2
11,48,5,left,10000,20000,VH,1
12,56,81,left,10000,20000,V,9
21,80,45,left,10000,20000,VH,5
25,87,39,left,10000,20000,V,5
4,9,96,right,10000,20000,VH,11
3,48,71,right,10000,20000,V,8
4,11,6,left,10000,20000,VH,1
26,58,42,left,10000,20000,VH,5
3,17,20,right,10000,20000,V,3
12,1,75,right,10000,20000,VH,9
19,27,18,right,10000,20000,VH,2
10,4,24,left,10000,20000,VH,3
1,28,22,left,10000,20000,VH,3
22,91,75,right,10000,20000,V,9
23,74,66,left,10000,20000,V,8
5,40,10,left,10000,20000,V,2
10,60,98,left,10000,20000,VH,11
25,90,102,left,10000,20000,V,12
17,103,6,right,10000,20000,H,1
6,74,29,left,10000,20000,H,4
15,46,52,right,10000,20000,H,6
10,1,31,left,10000,20000,VH,4
13,6,32,right,10000,20000,VH,4
26,105,49,right,10000,20000,VH,6
15,92,36,right,10000,20000,VH,4
21,56,88,right,10000,20000,H,10
24,28,9,right,10000,20000,VH,1
26,103,106,left,10000,20000,VH,12
12,92,104,right,10000,20000,V,12
28,31,16,right,10000,20000,VH,2
22,7,31,right,10000,20000,H,4
21,11,4,right,10000,20000,V,1
4,72,13,left,10000,20000,VH,2
27,13,11,right,10000,20000,V,2
24,98,46,left,10000,20000,VH,6
16,106,78,left,10000,20000,V,9
30,72,91,left,10000,20000,V,11
13,84,3,right,10000,20000,H,1
4,89,58,left,10000,20000,H,7
1,42,93,left,10000,20000,V,11
7,38,97,right,10000,20000,V,11
5,33,63,right,10000,20000,H,7
30,27,28,right,10000,20000,H,4
7,88,83,left,10000,20000,VH,10
17,80,45,left,10000,20000,VH,5
1,90,71,left,10000,20000,H,8
10,72,24,left,10000,20000,H,3
7,83,24,left,10000,20000,V,3
24,88,103,left,10000,20000,V,12
28,56,33,right,10000,20000,VH,4
19,30,22,left,10000,20000,VH,3
14,36,17,right,10000,20000,H,2
13,22,21,left,10000,20000,V,3
23,62,94,right,10000,20000,H,11
12,58,39,right,10000,20000,V,5
24,87,97,left,10000,20000,V,11
18,34,26,left,10000,20000,VH,3
27,2,51,right,10000,20000,VH,6
21,27,1,left,10000,20000,V,1
12,8,84,right,10000,20000,H,10
24,51,67,left,10000,20000,H,8
19,75,3,right,10000,20000,V,1
6,80,41,left,10000,20000,VH,5
14,72,19,right,10000,20000,H,3
30,14,3,left,10000,20000,H,1
29,82,66,right,10000,20000,VH,8
12,44,19,right,10000,20000,V,3
16,8,93,left,10000,20000,VH,11
23,16,18,left,10000,20000,V,2
15,108,108,right,10000,20000,V,12
17,8,40,right,10000,20000,V,5
17,38,50,left,10000,20000,H,6
17,7,101,left,10000,20000,V,12
25,106,23,left,10000,20000,VH,3
5,71,53,left,10000,20000,H,6
17,49,85,left,10000,20000,V,10
2,76,2,right,10000,20000,V,1
5,44,58,left,10000,20000,H,7
12,65,40,left,10000,20000,H,5
5,45,93,right,10000,20000,H,11
25,75,73,right,10000,20000,VH,9
25,55,35,right,10000,20000,H,4
30,83,67,left,10000,20000,V,8
10,86,14,left,10000,20000,V,2
12,9,80,right,10000,20000,H,9
21,6,82,left,10000,20000,H,10
23,70,83,left,10000,20000,V,10
18,52,11,right,10000,20000,VH,2
13,63,102,right,10000,20000,H,12
9,14,8,left,10000,20000,VH,1
2,79,81,left,10000,20000,VH,9
4,36,38,left,10000,20000,H,5
11,29,108,right,10000,20000,H,12
7,35,97,right,10000,20000,V,11
6,22,31,right,10000,20000,VH,4
14,7,93,right,10000,20000,VH,11
20,57,39,left,10000,20000,V,5
4,35,2,right,10000,20000,H,1
16,75,103,left,10000,20000,VH,12
11,96,94,left,10000,20000,H,11
24,14,41,left,10000,20000,V,5
2,50,79,right,10000,20000,V,9
28,9,3,right,10000,20000,VH,1
5,9,73,right,10000,20000,VH,9
24,3,4,left,10000,20000,H,1
6,78,97,left,10000,20000,H,11
22,13,85,right,10000,20000,V,10
20,19,90,right,10000,20000,H,10
11,77,85,right,10000,20000,H,10
26,34,14,left,10000,20000,V,2
26,106,108,left,10000,20000,VH,12
1,49,29,right,10000,20000,VH,4
29,66,45,right,10000,20000,V,5
30,76,11,right,10000,20000,VH,2
9,62,83,left,10000,20000,H,10
1,41,59,right,10000,20000,V,7
18,50,39,left,10000,20000,VH,5
24,53,95,left,10000,20000,H,11
1,89,26,right,10000,20000,H,3
11,82,19,right,10000,20000,V,3
25,37,46,right,10000,20000,H,6
30,33,60,right,10000,20000,VH,7
19,65,83,right,10000,20000,H,10
24,108,1,left,10000,20000,V,1
18,67,91,right,10000,20000,VH,11
11,103,40,right,10000,20000,V,5
7,107,80,left,10000,20000,H,9
22,50,16,left,10000,20000,V,2
14,75,17,left,10000,20000,VH,2
7,63,92,left,10000,20000,VH,11
14,10,22,right,10000,20000,VH,3
11,18,12,left,10000,20000,VH,2
12,45,56,left,10000,20000,V,7
26,5,53,left,10000,20000,H,6
11,2,45,right,10000,20000,H,5
7,91,84,left,10000,20000,V,10
12,24,8,left,10000,20000,V,1
14,28,93,left,10000,20000,V,11
8,22,44,right,10000,20000,VH,5
19,79,4,left,10000,20000,VH,1
15,19,46,left,10000,20000,V,6
28,50,19,right,10000,20000,H,3
9,28,106,left,10000,20000,H,12
21,76,58,right,10000,20000,V,7
6,71,39,left,10000,20000,V,5
13,42,71,right,10000,20000,VH,8
16,5,66,left,10000,20000,V,8
17,45,58,left,10000,20000,VH,7
4,84,79,right,10000,20000,V,9
16,45,14,left,10000,20000,VH,2
13,48,27,right,10000,20000,V,3
17,100,48,right,10000,20000,V,6
22,100,107,right,10000,20000,H,12
11,3,51,left,10000,20000,H,6
6,64,31,left,10000,20000,H,4
11,58,50,left,10000,20000,V,6
24,2,26,left,10000,20000,H,3
14,106,66,left,10000,20000,H,8
6,91,50,right,10000,20000,V,6
12,7,100,right,10000,20000,H,12
23,48,54,left,10000,20000,V,6
8,80,41,left,10000,20000,VH,5
11,17,45,left,10000,20000,VH,5
22,76,44,left,10000,20000,V,5
8,59,103,left,10000,20000,H,12
30,103,16,right,10000,20000,V,2
17,76,79,left,10000,20000,V,9
2,22,48,left,10000,20000,VH,6
20,46,108,right,10000,20000,H,12
26,95,91,left,10000,20000,H,11
16,44,76,right,10000,20000,VH,9
27,105,9,left,10000,20000,VH,1
21,100,74,right,10000,20000,H,9
1,38,19,right,10000,20000,V,3
26,6,30,left,10000,20000,H,4
24,82,86,right,10000,20000,VH,10
29,4,12,right,10000,20000,V,2
11,41,45,right,10000,20000,H,5
29,42,65,left,10000,20000,H,8
1,85,29,left,10000,20000,H,4
20,72,14,right,10000,20000,VH,2
8,36,31,right,10000,20000,V,4
7,93,67,right,10000,20000,V,8
17,71,13,right,10000,20000,VH,2
7,47,86,right,10000,20000,H,10
13,86,90,right,10000,20000,VH,10
6,4,93,left,10000,20000,H,11
8,85,42,left,10000,20000,H,5
3,65,26,right,10000,20000,H,3
20,39,64,right,10000,20000,VH,8
9,19,7,right,10000,20000,V,1
2,108,29,left,10000,20000,H,4
9,51,53,right,10000,20000,VH,6
29,1,8,right,10000,20000,V,1
6,38,12,right,10000,20000,V,2
5,97,103,left,10000,20000,VH,12
9,108,45,right,10000,20000,H,5
20,12,53,right,10000,20000,V,6
10,70,49,right,10000,20000,H,6
19,2,65,right,10000,20000,V,8
5,95,105,right,10000,20000,V,12
6,50,43,left,10000,20000,VH,5
16,38,9,left,10000,20000,V,1
5,87,94,right,10000,20000,VH,11
10,15,35,left,10000,20000,H,4
19,50,38,left,10000,20000,VH,5
26,3,26,right,10000,20000,H,3
21,101,33,left,10000,20000,H,4
5,101,32,left,10000,20000,VH,4
13,79,20,right,10000,20000,H,3
11,4,49,right,10000,20000,H,6
3,90,53,left,10000,20000,VH,6
13,54,57,left,10000,20000,H,7
25,54,75,right,10000,20000,V,9
4,92,89,left,10000,20000,V,10
8,41,97,left,10000,20000,V,11
9,13,71,right,10000,20000,VH,8
26,17,92,right,10000,20000,VH,11
10,23,90,right,10000,20000,V,10
29,57,41,left,10000,20000,VH,5
11,16,84,left,10000,20000,VH,10
8,88,50,right,10000,20000,H,6
30,89,11,left,10000,20000,H,2
14,33,61,right,10000,20000,H,7
2,5,47,left,10000,20000,VH,6
10,80,30,right,10000,20000,H,4
30,78,98,left,10000,20000,VH,11
27,40,48,right,10000,20000,VH,6
10,82,99,right,10000,20000,H,11
30,97,9,right,10000,20000,H,1
8,64,43,left,10000,20000,VH,5
13,76,76,right,10000,20000,V,9
6,77,63,left,10000,20000,H,7
6,70,18,right,10000,20000,V,2
5,20,17,right,10000,20000,V,2
23,53,83,right,10000,20000,H,10
8,42,106,right,10000,20000,V,12
4,20,65,right,10000,20000,VH,8
27,56,83,right,10000,20000,H,10
27,88,8,right,10000,20000,VH,1
9,31,79,right,10000,20000,VH,9
23,65,98,right,10000,20000,H,11
13,99,54,right,10000,20000,H,6
22,107,97,right,10000,20000,VH,11
8,27,45,right,10000,20000,H,5
28,11,104,left,10000,20000,VH,12
4,34,69,right,10000,20000,H,8
19,24,85,right,10000,20000,H,10
28,23,77,left,10000,20000,V,9
27,92,52,right,10000,20000,V,6
5,31,14,left,10000,20000,H,2
5,1,17,left,10000,20000,V,2
17,81,36,right,10000,20000,VH,4
3,55,41,left,10000,20000,V,5
3,11,39,right,10000,20000,H,5
23,11,5,left,10000,20000,H,1
15,94,45,left,10000,20000,VH,5
7,87,98,left,10000,20000,VH,11
20,98,104,left,10000,20000,H,12
1,48,49,right,10000,20000,H,6
22,95,38,left,10000,20000,V,5
24,42,69,right,10000,20000,VH,8
18,19,51,left,10000,20000,H,6
12,93,15,right,10000,20000,V,2
25,36,57,right,10000,20000,VH,7
14,71,71,left,10000,20000,H,8
15,52,13,right,10000,20000,VH,2
13,83,64,left,10000,20000,H,8
27,57,19,left,10000,20000,H,3
19,42,61,left,10000,20000,V,7
4,60,75,right,10000,20000,V,9
5,64,41,right,10000,20000,VH,5
26,56,59,left,10000,20000,VH,7
12,76,1,left,10000,20000,V,1
9,54,58,left,10000,20000,VH,7
15,14,104,left,10000,20000,H,12
21,53,19,left,10000,20000,VH,3
4,78,77,right,10000,20000,VH,9
28,79,64,right,10000,20000,VH,8
12,11,85,right,10000,20000,H,10
20,62,89,right,10000,20000,H,10
28,87,45,right,10000,20000,V,5
14,14,88,right,10000,20000,V,10
1,17,68,right,10000,20000,VH,8
17,4,43,right,10000,20000,H,5
15,59,49,right,10000,20000,VH,6
8,25,63,right,10000,20000,H,7
20,23,27,right,10000,20000,H,3
19,25,70,right,10000,20000,VH,8
6,35,40,right,10000,20000,V,5
1,6,87,left,10000,20000,H,10
28,90,30,right,10000,20000,V,4
10,53,23,left,10000,20000,H,3
15,95,33,left,10000,20000,VH,4
9,85,72,left,10000,20000,V,8
17,46,92,left,10000,20000,VH,11
3,53,23,left,10000,20000,VH,3
20,15,82,left,10000,20000,H,10
9,73,14,left,10000,20000,VH,2
21,81,5,left,10000,20000,VH,1
30,22,15,left,10000,20000,V,2
28,59,104,left,10000,20000,VH,12
9,97,107,left,10000,20000,V,12
13,70,31,left,10000,20000,V,4
4,43,94,right,10000,20000,VH,11
22,105,39,left,10000,20000,VH,5
7,6,103,right,10000,20000,H,12
5,41,10,right,10000,20000,V,2
15,89,98,right,10000,20000,V,11
4,4,22,left,10000,20000,V,3
29,35,75,left,10000,20000,H,9
16,67,66,right,10000,20000,V,8
18,49,60,right,10000,20000,VH,7
22,97,83,left,10000,20000,H,10
27,20,1,right,10000,20000,V,1
25,18,96,left,10000,20000,VH,11
13,18,51,left,10000,20000,H,6
23,85,38,right,10000,20000,VH,5
10,59,97,right,10000,20000,VH,11
3,99,84,right,10000,20000,VH,10
24,83,46,right,10000,20000,VH,6
27,25,102,right,10000,20000,VH,12
25,50,33,left,10000,20000,V,4
22,28,71,left,10000,20000,V,8
14,29,64,left,10000,20000,V,8
26,32,67,right,10000,20000,V,8
26,55,8,left,10000,20000,VH,1
12,36,68,left,10000,20000,VH,8
15,26,18,left,10000,20000,VH,2
3,102,72,left,10000,20000,VH,8
15,50,5,left,10000,20000,VH,1
29,37,86,right,10000,20000,H,10
22,34,62,left,10000,20000,VH,7
12,82,73,left,10000,20000,H,9
1,52,13,left,10000,20000,VH,2
14,56,13,left,10000,20000,VH,2
14,54,19,left,10000,20000,VH,3
22,9,58,right,10000,20000,H,7
18,40,55,left,10000,20000,V,7
28,1,4,right,10000,20000,V,1
8,24,84,left,10000,20000,VH,10
26,87,76,right,10000,20000,H,9
25,48,20,left,10000,20000,VH,3
9,77,86,right,10000,20000,VH,10
7,15,75,right,10000,20000,V,9
2,64,21,left,10000,20000,VH,3
16,46,21,left,10000,20000,VH,3
9,86,1,right,10000,20000,V,1
17,3,11,left,10000,20000,H,2
1,79,27,left,10000,20000,V,3
13,81,17,left,10000,20000,H,2
18,104,24,right,10000,20000,H,3
11,14,21,right,10000,20000,VH,3
8,107,77,right,10000,20000,V,9
10,30,55,left,10000,20000,H,7
4,80,82,left,10000,20000,V,10
9,49,24,left,10000,20000,VH,3
11,70,14,left,10000,20000,VH,2
29,72,90,left,10000,20000,H,10
9,7,64,left,10000,20000,V,8
