participantID,trialNumber,stimulus,sampleOrder,sampleTime,comparisonTime,condition,template
2,67,,left,10000,20000,V,
2,68,,left,10000,20000,V,
2,69,,left,10000,20000,V,
2,70,,right,10000,20000,V,
2,71,,right,10000,20000,V,
2,72,,left,10000,20000,V,
2,73,,left,10000,20000,V,
2,74,,left,10000,20000,V,
2,75,,right,10000,20000,V,
2,76,,right,10000,20000,V,
2,77,,left,10000,20000,V,
2,78,,right,10000,20000,V,
2,79,,left,10000,20000,VH,
2,80,,left,10000,20000,VH,
2,81,,left,10000,20000,VH,
2,82,,left,10000,20000,VH,
2,83,,right,10000,20000,VH,
2,84,,right,10000,20000,VH,
2,85,,right,10000,20000,H,
2,86,,left,10000,20000,H,
2,87,,right,10000,20000,H,
2,88,,right,10000,20000,H,
2,89,,left,10000,20000,H,
2,90,,left,10000,20000,H,
2,91,,right,10000,20000,VH,
2,92,,left,10000,20000,VH,
2,93,,right,10000,20000,VH,
2,94,,left,10000,20000,VH,
2,95,,left,10000,20000,VH,
2,96,,left,10000,20000,VH,
2,97,,left,10000,20000,V,
2,98,,left,10000,20000,V,
2,99,,right,10000,20000,V,
2,100,,right,10000,20000,V,
2,101,,left,10000,20000,V,
2,102,,right,10000,20000,V,
2,103,,right,10000,20000,H,
2,104,,right,10000,20000,H,
2,105,,right,10000,20000,H,
2,106,,right,10000,20000,H,
2,107,,right,10000,20000,H,
2,108,,left,10000,20000,H,
3,1,,right,10000,20000,VH,
3,2,,left,10000,20000,VH,
3,3,,right,10000,20000,VH,
3,4,,right,10000,20000,VH,
3,5,,left,10000,20000,VH,
3,6,,right,10000,20000,VH,
3,7,,left,10000,20000,H,
3,8,,right,10000,20000,H,
3,9,,right,10000,20000,H,
3,10,,right,10000,20000,H,
3,11,,right,10000,20000,H,
3,12,,right,10000,20000,H,
3,13,,left,10000,20000,V,
3,14,,left,10000,20000,V,
3,15,,right,10000,20000,V,
3,16,,left,10000,20000,V,
3,17,,right,10000,20000,V,
3,18,,left,10000,20000,V,
3,19,,left,10000,20000,V,
3,20,,left,10000,20000,V,
3,21,,right,10000,20000,V,
3,22,,right,10000,20000,V,
3,23,,left,10000,20000,V,
3,24,,left,10000,20000,V,
3,25,,right,10000,20000,VH,
3,26,,right,10000,20000,VH,
3,27,,left,10000,20000,VH,
3,28,,left,10000,20000,VH,
3,29,,right,10000,20000,VH,
3,30,,left,10000,20000,VH,
3,31,,left,10000,20000,H,
3,32,,right,10000,20000,H,
3,33,,left,10000,20000,H,
3,34,,left,10000,20000,H,
3,35,,left,10000,20000,H,
3,36,,right,10000,20000,H,
3,37,,left,10000,20000,H,
3,38,,right,10000,20000,H,
3,39,,left,10000,20000,H,
3,40,,left,10000,20000,H,
3,41,,right,10000,20000,H,
3,42,,left,10000,20000,H,
3,43,,right,10000,20000,V,
3,44,,right,10000,20000,V,
3,45,,right,10000,20000,V,
3,46,,left,10000,20000,V,
3,47,,right,10000,20000,V,
3,48,,right,10000,20000,V,
3,49,,right,10000,20000,VH,
3,50,,left,10000,20000,VH,
3,51,,left,10000,20000,VH,
3,52,,left,10000,20000,VH,
3,53,,left,10000,20000,VH,
3,54,,right,10000,20000,VH,
3,55,,left,10000,20000,V,
3,56,,left,10000,20000,V,
3,57,,right,10000,20000,V,
3,58,,right,10000,20000,V,
3,59,,left,10000,20000,V,
3,60,,right,10000,20000,V,
3,61,,left,10000,20000,H,
3,62,,right,10000,20000,H,
3,63,,right,10000,20000,H,
3,64,,left,10000,20000,H,
3,65,,right,10000,20000,H,
3,66,,left,10000,20000,H,
3,67,,left,10000,20000,VH,
3,68,,left,10000,20000,VH,
3,69,,left,10000,20000,VH,
3,70,,right,10000,20000,VH,
3,71,,left,10000,20000,VH,
3,72,,right,10000,20000,VH,
3,73,,right,10000,20000,H,
3,74,,left,10000,20000,H,
3,75,,right,10000,20000,H,
3,76,,right,10000,20000,H,
3,77,,left,10000,20000,H,
3,78,,right,10000,20000,H,
3,79,,left,10000,20000,V,
3,80,,right,10000,20000,V,
3,81,,right,10000,20000,V,
3,82,,right,10000,20000,V,
3,83,,left,10000,20000,V,
3,84,,left,10000,20000,V,
3,85,,right,10000,20000,VH,
3,86,,left,10000,20000,VH,
3,87,,left,10000,20000,VH,
3,88,,right,10000,20000,VH,
3,89,,right,10000,20000,VH,
3,90,,left,10000,20000,VH,
3,91,,right,10000,20000,V,
3,92,,right,10000,20000,V,
3,93,,left,10000,20000,V,
3,94,,left,10000,20000,V,
3,95,,right,10000,20000,V,
3,96,,left,10000,20000,V,
3,97,,right,10000,20000,VH,
3,98,,right,10000,20000,VH,
3,99,,right,10000,20000,VH,
3,100,,left,10000,20000,VH,
3,101,,right,10000,20000,VH,
3,102,,left,10000,20000,VH,
3,103,,left,10000,20000,H,
3,104,,left,10000,20000,H,
3,105,,right,10000,20000,H,
3,106,,right,10000,20000,H,
3,107,,left,10000,20000,H,
3,108,,left,10000,20000,H,
4,1,,left,10000,20000,V,
4,2,,right,10000,20000,V,
4,3,,left,10000,20000,V,
4,4,,left,10000,20000,V,
4,5,,left,10000,20000,V,
4,6,,right,10000,20000,V,
4,7,,right,10000,20000,VH,
4,8,,left,10000,20000,VH,
4,9,,right,10000,20000,VH,
4,10,,left,10000,20000,VH,
4,11,,left,10000,20000,VH,
4,12,,left,10000,20000,VH,
4,13,,left,10000,20000,H,
4,14,,left,10000,20000,H,
4,15,,right,10000,20000,H,
4,16,,right,10000,20000,H,
4,17,,right,10000,20000,H,
4,18,,left,10000,20000,H,
4,19,,left,10000,20000,VH,
4,20,,right,10000,20000,VH,
4,21,,left,10000,20000,VH,
4,22,,right,10000,20000,VH,
4,23,,right,10000,20000,VH,
4,24,,left,10000,20000,VH,
4,25,,left,10000,20000,V,
4,26,,right,10000,20000,V,
4,27,,left,10000,20000,V,
4,28,,left,10000,20000,V,
4,29,,right,10000,20000,V,
4,30,,right,10000,20000,V,
4,31,,right,10000,20000,H,
4,32,,left,10000,20000,H,
4,33,,left,10000,20000,H,
4,34,,right,10000,20000,H,
4,35,,right,10000,20000,H,
4,36,,left,10000,20000,H,
4,37,,left,10000,20000,H,
4,38,,left,10000,20000,H,
4,39,,left,10000,20000,H,
4,40,,right,10000,20000,H,
4,41,,right,10000,20000,H,
4,42,,right,10000,20000,H,
4,43,,right,10000,20000,VH,
4,44,,right,10000,20000,VH,
4,45,,right,10000,20000,VH,
4,46,,right,10000,20000,VH,
4,47,,right,10000,20000,VH,
4,48,,right,10000,20000,VH,
4,49,,left,10000,20000,V,
4,50,,left,10000,20000,V,
4,51,,left,10000,20000,V,
4,52,,right,10000,20000,V,
4,53,,right,10000,20000,V,
4,54,,right,10000,20000,V,
4,55,,left,10000,20000,V,
4,56,,left,10000,20000,V,
4,57,,right,10000,20000,V,
4,58,,left,10000,20000,V,
4,59,,right,10000,20000,V,
4,60,,right,10000,20000,V,
4,61,,right,10000,20000,H,
4,62,,right,10000,20000,H,
4,63,,left,10000,20000,H,
4,64,,right,10000,20000,H,
4,65,,right,10000,20000,H,
4,66,,right,10000,20000,H,
4,67,,left,10000,20000,VH,
4,68,,left,10000,20000,VH,
4,69,,left,10000,20000,VH,
4,70,,right,10000,20000,VH,
4,71,,left,10000,20000,VH,
4,72,,left,10000,20000,VH,
4,73,,left,10000,20000,VH,
4,74,,right,10000,20000,VH,
4,75,,left,10000,20000,VH,
4,76,,left,10000,20000,VH,
4,77,,right,10000,20000,VH,
4,78,,right,10000,20000,VH,
4,79,,right,10000,20000,V,
4,80,,left,10000,20000,V,
4,81,,right,10000,20000,V,
4,82,,left,10000,20000,V,
4,83,,right,10000,20000,V,
4,84,,right,10000,20000,V,
4,85,,right,10000,20000,H,
4,86,,left,10000,20000,H,
4,87,,left,10000,20000,H,
4,88,,right,10000,20000,H,
4,89,,left,10000,20000,H,
4,90,,left,10000,20000,H,
4,91,,right,10000,20000,V,
4,92,,left,10000,20000,V,
4,93,,left,10000,20000,V,
4,94,,right,10000,20000,V,
4,95,,right,10000,20000,V,
4,96,,left,10000,20000,V,
4,97,,right,10000,20000,VH,
4,98,,left,10000,20000,VH,
4,99,,right,10000,20000,VH,
4,100,,left,10000,20000,VH,
4,101,,left,10000,20000,VH,
4,102,,right,10000,20000,VH,
4,103,,left,10000,20000,H,
4,104,,left,10000,20000,H,
4,105,,right,10000,20000,H,
4,106,,left,10000,20000,H,
4,107,,left,10000,20000,H,
4,108,,right,10000,20000,H,
5,1,,left,10000,20000,V,
5,2,,right,10000,20000,V,
5,3,,left,10000,20000,V,
5,4,,right,10000,20000,V,
5,5,,right,10000,20000,V,
5,6,,right,10000,20000,V,
5,7,,right,10000,20000,VH,
5,8,,left,10000,20000,VH,
5,9,,right,10000,20000,VH,
5,10,,right,10000,20000,VH,
5,11,,right,10000,20000,VH,
5,12,,left,10000,20000,VH,
5,13,,left,10000,20000,H,
5,14,,right,10000,20000,H,
5,15,,left,10000,20000,H,
5,16,,left,10000,20000,H,
5,17,,right,10000,20000,H,
5,18,,right,10000,20000,H,
5,19,,left,10000,20000,V,
5,20,,right,10000,20000,V,
5,21,,right,10000,20000,V,
5,22,,right,10000,20000,V,
5,23,,left,10000,20000,V,
5,24,,left,10000,20000,V,
5,25,,left,10000,20000,VH,
5,26,,left,10000,20000,VH,
5,27,,right,10000,20000,VH,
5,28,,left,10000,20000,VH,
5,29,,left,10000,20000,VH,
5,30,,left,10000,20000,VH,
5,31,,left,10000,20000,H,
5,32,,left,10000,20000,H,
5,33,,right,10000,20000,H,
5,34,,right,10000,20000,H,
5,35,,left,10000,20000,H,
5,36,,right,10000,20000,H,
5,37,,left,10000,20000,V,
5,38,,left,10000,20000,V,
5,39,,left,10000,20000,V,
5,40,,left,10000,20000,V,
5,41,,right,10000,20000,V,
5,42,,right,10000,20000,V,
5,43,,right,10000,20000,H,
5,44,,left,10000,20000,H,
5,45,,right,10000,20000,H,
5,46,,right,10000,20000,H,
5,47,,right,10000,20000,H,
5,48,,left,10000,20000,H,
5,49,,right,10000,20000,VH,
5,50,,right,10000,20000,VH,
5,51,,left,10000,20000,VH,
5,52,,left,10000,20000,VH,
5,53,,right,10000,20000,VH,
5,54,,left,10000,20000,VH,
5,55,,right,10000,20000,V,
5,56,,right,10000,20000,V,
5,57,,left,10000,20000,V,
5,58,,right,10000,20000,V,
5,59,,right,10000,20000,V,
5,60,,left,10000,20000,V,
5,61,,right,10000,20000,VH,
5,62,,left,10000,20000,VH,
5,63,,left,10000,20000,VH,
5,64,,right,10000,20000,VH,
5,65,,right,10000,20000,VH,
5,66,,left,10000,20000,VH,
5,67,,left,10000,20000,H,
5,68,,left,10000,20000,H,
5,69,,right,10000,20000,H,
5,70,,right,10000,20000,H,
5,71,,left,10000,20000,H,
5,72,,right,10000,20000,H,
5,73,,right,10000,20000,V,
5,74,,right,10000,20000,V,
5,75,,left,10000,20000,V,
5,76,,left,10000,20000,V,
5,77,,left,10000,20000,V,
5,78,,right,10000,20000,V,
5,79,,left,10000,20000,H,
5,80,,left,10000,20000,H,
5,81,,left,10000,20000,H,
5,82,,left,10000,20000,H,
5,83,,left,10000,20000,H,
5,84,,right,10000,20000,H,
5,85,,right,10000,20000,VH,
5,86,,left,10000,20000,VH,
5,87,,right,10000,20000,VH,
5,88,,left,10000,20000,VH,
5,89,,right,10000,20000,VH,
5,90,,right,10000,20000,VH,
5,91,,left,10000,20000,V,
5,92,,left,10000,20000,V,
5,93,,left,10000,20000,V,
5,94,,left,10000,20000,V,
5,95,,right,10000,20000,V,
5,96,,right,10000,20000,V,
5,97,,left,10000,20000,VH,
5,98,,right,10000,20000,VH,
5,99,,right,10000,20000,VH,
5,100,,right,10000,20000,VH,
5,101,,left,10000,20000,VH,
5,102,,left,10000,20000,VH,
5,103,,right,10000,20000,H,
5,104,,right,10000,20000,H,
5,105,,left,10000,20000,H,
5,106,,left,10000,20000,H,
5,107,,right,10000,20000,H,
5,108,,right,10000,20000,H,
6,1,,right,10000,20000,H,
6,2,,right,10000,20000,H,
6,3,,right,10000,20000,H,
6,4,,left,10000,20000,H,
6,5,,right,10000,20000,H,
6,6,,left,10000,20000,H,
6,7,,left,10000,20000,V,
6,8,,right,10000,20000,V,
6,9,,left,10000,20000,V,
6,10,,right,10000,20000,V,
6,11,,right,10000,20000,V,
6,12,,left,10000,20000,V,
6,13,,right,10000,20000,VH,
6,14,,left,10000,20000,VH,
6,15,,left,10000,20000,VH,
6,16,,right,10000,20000,VH,
6,17,,left,10000,20000,VH,
6,18,,left,10000,20000,VH,
6,19,,right,10000,20000,VH,
6,20,,left,10000,20000,VH,
6,21,,right,10000,20000,VH,
6,22,,right,10000,20000,VH,
6,23,,left,10000,20000,VH,
6,24,,right,10000,20000,VH,
6,25,,left,10000,20000,H,
6,26,,right,10000,20000,H,
6,27,,right,10000,20000,H,
6,28,,right,10000,20000,H,
6,29,,left,10000,20000,H,
6,30,,left,10000,20000,H,
6,31,,left,10000,20000,V,
6,32,,left,10000,20000,V,
6,33,,right,10000,20000,V,
6,34,,left,10000,20000,V,
6,35,,right,10000,20000,V,
6,36,,left,10000,20000,V,
6,37,,right,10000,20000,V,
6,38,,right,10000,20000,V,
6,39,,right,10000,20000,V,
6,40,,left,10000,20000,V,
6,41,,left,10000,20000,V,
6,42,,right,10000,20000,V,
6,43,,right,10000,20000,H,
6,44,,right,10000,20000,H,
6,45,,right,10000,20000,H,
6,46,,left,10000,20000,H,
6,47,,left,10000,20000,H,
6,48,,left,10000,20000,H,
6,49,,left,10000,20000,VH,
6,50,,left,10000,20000,VH,
6,51,,right,10000,20000,VH,
6,52,,left,10000,20000,VH,
6,53,,left,10000,20000,VH,
6,54,,left,10000,20000,VH,
6,55,,right,10000,20000,VH,
6,56,,right,10000,20000,VH,
6,57,,right,10000,20000,VH,
6,58,,left,10000,20000,VH,
6,59,,left,10000,20000,VH,
6,60,,right,10000,20000,VH,
6,61,,right,10000,20000,H,
6,62,,left,10000,20000,H,
6,63,,right,10000,20000,H,
6,64,,left,10000,20000,H,
6,65,,right,10000,20000,H,
6,66,,right,10000,20000,H,
6,67,,left,10000,20000,V,
6,68,,left,10000,20000,V,
6,69,,left,10000,20000,V,
6,70,,right,10000,20000,V,
6,71,,left,10000,20000,V,
6,72,,right,10000,20000,V,
6,73,,right,10000,20000,H,
6,74,,left,10000,20000,H,
6,75,,left,10000,20000,H,
6,76,,left,10000,20000,H,
6,77,,left,10000,20000,H,
6,78,,left,10000,20000,H,
6,79,,right,10000,20000,VH,
6,80,,left,10000,20000,VH,
6,81,,left,10000,20000,VH,
6,82,,right,10000,20000,VH,
6,83,,right,10000,20000,VH,
6,84,,right,10000,20000,VH,
6,85,,left,10000,20000,V,
6,86,,right,10000,20000,V,
6,87,,left,10000,20000,V,
6,88,,left,10000,20000,V,
6,89,,right,10000,20000,V,
6,90,,right,10000,20000,V,
6,91,,right,10000,20000,V,
6,92,,right,10000,20000,V,
6,93,,right,10000,20000,V,
6,94,,right,10000,20000,V,
6,95,,left,10000,20000,V,
6,96,,left,10000,20000,V,
6,97,,right,10000,20000,VH,
6,98,,right,10000,20000,VH,
6,99,,left,10000,20000,VH,
6,100,,left,10000,20000,VH,
6,101,,right,10000,20000,VH,
6,102,,left,10000,20000,VH,
6,103,,left,10000,20000,H,
6,104,,right,10000,20000,H,
6,105,,left,10000,20000,H,
6,106,,right,10000,20000,H,
6,107,,right,10000,20000,H,
6,108,,left,10000,20000,H,
7,1,,left,10000,20000,H,
7,2,,left,10000,20000,H,
7,3,,right,10000,20000,H,
7,4,,left,10000,20000,H,
7,5,,right,10000,20000,H,
7,6,,right,10000,20000,H,
7,7,,right,10000,20000,VH,
7,8,,right,10000,20000,VH,
7,9,,right,10000,20000,VH,
7,10,,left,10000,20000,VH,
7,11,,left,10000,20000,VH,
7,12,,right,10000,20000,VH,
7,13,,left,10000,20000,V,
7,14,,left,10000,20000,V,
7,15,,right,10000,20000,V,
7,16,,left,10000,20000,V,
7,17,,left,10000,20000,V,
7,18,,right,10000,20000,V,
7,19,,left,10000,20000,VH,
7,20,,left,10000,20000,VH,
7,21,,right,10000,20000,VH,
7,22,,right,10000,20000,VH,
7,23,,right,10000,20000,VH,
7,24,,right,10000,20000,VH,
7,25,,left,10000,20000,H,
7,26,,right,10000,20000,H,
7,27,,right,10000,20000,H,
7,28,,right,10000,20000,H,
7,29,,right,10000,20000,H,
7,30,,left,10000,20000,H,
7,31,,left,10000,20000,V,
7,32,,right,10000,20000,V,
7,33,,right,10000,20000,V,
7,34,,left,10000,20000,V,
7,35,,right,10000,20000,V,
7,36,,left,10000,20000,V,
7,37,,left,10000,20000,V,
7,38,,right,10000,20000,V,
7,39,,right,10000,20000,V,
7,40,,right,10000,20000,V,
7,41,,right,10000,20000,V,
7,42,,right,10000,20000,V,
7,43,,right,10000,20000,H,
7,44,,right,10000,20000,H,
7,45,,left,10000,20000,H,
7,46,,right,10000,20000,H,
7,47,,right,10000,20000,H,
7,48,,right,10000,20000,H,
7,49,,left,10000,20000,VH,
7,50,,right,10000,20000,VH,
7,51,,left,10000,20000,VH,
7,52,,right,10000,20000,VH,
7,53,,right,10000,20000,VH,
7,54,,right,10000,20000,VH,
7,55,,right,10000,20000,H,
7,56,,left,10000,20000,H,
7,57,,right,10000,20000,H,
7,58,,left,10000,20000,H,
7,59,,left,10000,20000,H,
7,60,,left,10000,20000,H,
7,61,,left,10000,20000,VH,
7,62,,left,10000,20000,VH,
7,63,,left,10000,20000,VH,
7,64,,left,10000,20000,VH,
7,65,,left,10000,20000,VH,
7,66,,right,10000,20000,VH,
7,67,,left,10000,20000,V,
7,68,,left,10000,20000,V,
7,69,,left,10000,20000,V,
7,70,,left,10000,20000,V,
7,71,,right,10000,20000,V,
7,72,,right,10000,20000,V,
7,73,,left,10000,20000,H,
7,74,,left,10000,20000,H,
7,75,,right,10000,20000,H,
7,76,,left,10000,20000,H,
7,77,,right,10000,20000,H,
7,78,,left,10000,20000,H,
7,79,,left,10000,20000,V,
7,80,,right,10000,20000,V,
7,81,,left,10000,20000,V,
7,82,,right,10000,20000,V,
7,83,,left,10000,20000,V,
7,84,,left,10000,20000,V,
7,85,,left,10000,20000,VH,
7,86,,right,10000,20000,VH,
7,87,,left,10000,20000,VH,
7,88,,left,10000,20000,VH,
7,89,,left,10000,20000,VH,
7,90,,right,10000,20000,VH,
7,91,,left,10000,20000,V,
7,92,,left,10000,20000,V,
7,93,,right,10000,20000,V,
7,94,,right,10000,20000,V,
7,95,,right,10000,20000,V,
7,96,,right,10000,20000,V,
7,97,,left,10000,20000,VH,
7,98,,right,10000,20000,VH,
7,99,,right,10000,20000,VH,
7,100,,left,10000,20000,VH,
7,101,,left,10000,20000,VH,
7,102,,right,10000,20000,VH,
7,103,,left,10000,20000,H,
7,104,,right,10000,20000,H,
7,105,,left,10000,20000,H,
7,106,,right,10000,20000,H,
7,107,,left,10000,20000,H,
7,108,,left,10000,20000,H,
8,1,,right,10000,20000,VH,
8,2,,right,10000,20000,VH,
8,3,,right,10000,20000,VH,
8,4,,left,10000,20000,VH,
8,5,,left,10000,20000,VH,
8,6,,right,10000,20000,VH,
8,7,,right,10000,20000,V,
8,8,,left,10000,20000,V,
8,9,,right,10000,20000,V,
8,10,,left,10000,20000,V,
8,11,,left,10000,20000,V,
8,12,,right,10000,20000,V,
8,13,,left,10000,20000,H,
8,14,,right,10000,20000,H,
8,15,,left,10000,20000,H,
8,16,,left,10000,20000,H,
8,17,,right,10000,20000,H,
8,18,,right,10000,20000,H,
8,19,,right,10000,20000,VH,
8,20,,left,10000,20000,VH,
8,21,,left,10000,20000,VH,
8,22,,right,10000,20000,VH,
8,23,,left,10000,20000,VH,
8,24,,left,10000,20000,VH,
8,25,,right,10000,20000,H,
8,26,,left,10000,20000,H,
8,27,,right,10000,20000,H,
8,28,,right,10000,20000,H,
8,29,,right,10000,20000,H,
8,30,,left,10000,20000,H,
8,31,,left,10000,20000,V,
8,32,,right,10000,20000,V,
8,33,,right,10000,20000,V,
8,34,,left,10000,20000,V,
8,35,,left,10000,20000,V,
8,36,,right,10000,20000,V,
8,37,,right,10000,20000,V,
8,38,,right,10000,20000,V,
8,39,,left,10000,20000,V,
8,40,,left,10000,20000,V,
8,41,,left,10000,20000,V,
8,42,,right,10000,20000,V,
8,43,,left,10000,20000,H,
8,44,,right,10000,20000,H,
8,45,,left,10000,20000,H,
8,46,,right,10000,20000,H,
8,47,,left,10000,20000,H,
8,48,,left,10000,20000,H,
8,49,,right,10000,20000,VH,
8,50,,right,10000,20000,VH,
8,51,,right,10000,20000,VH,
8,52,,left,10000,20000,VH,
8,53,,right,10000,20000,VH,
8,54,,left,10000,20000,VH,
8,55,,left,10000,20000,H,
8,56,,right,10000,20000,H,
8,57,,right,10000,20000,H,
8,58,,left,10000,20000,H,
8,59,,left,10000,20000,H,
8,60,,right,10000,20000,H,
8,61,,left,10000,20000,VH,
8,62,,right,10000,20000,VH,
8,63,,left,10000,20000,VH,
8,64,,left,10000,20000,VH,
8,65,,right,10000,20000,VH,
8,66,,left,10000,20000,VH,
8,67,,right,10000,20000,V,
8,68,,right,10000,20000,V,
8,69,,left,10000,20000,V,
8,70,,right,10000,20000,V,
8,71,,left,10000,20000,V,
8,72,,left,10000,20000,V,
8,73,,right,10000,20000,V,
8,74,,right,10000,20000,V,
8,75,,left,10000,20000,V,
8,76,,right,10000,20000,V,
8,77,,right,10000,20000,V,
8,78,,left,10000,20000,V,
8,79,,left,10000,20000,VH,
8,80,,left,10000,20000,VH,
8,81,,right,10000,20000,VH,
8,82,,left,10000,20000,VH,
8,83,,left,10000,20000,VH,
8,84,,right,10000,20000,VH,
8,85,,left,10000,20000,H,
8,86,,left,10000,20000,H,
8,87,,right,10000,20000,H,
8,88,,right,10000,20000,H,
8,89,,right,10000,20000,H,
8,90,,right,10000,20000,H,
8,91,,left,10000,20000,H,
8,92,,left,10000,20000,H,
8,93,,left,10000,20000,H,
8,94,,left,10000,20000,H,
8,95,,right,10000,20000,H,
8,96,,right,10000,20000,H,
