participantID,trialNumber,stimulus,sampleOrder,sampleTime,comparisonTime,condition,template
1,44,42.0,left,10000,20000,H,5.0
1,45,64.0,left,10000,20000,H,8.0
1,46,38.0,right,10000,20000,H,5.0
1,47,72.0,left,10000,20000,H,8.0
1,48,66.0,right,10000,20000,H,8.0
1,49,104.0,right,10000,20000,VH,12.0
1,50,76.0,left,10000,20000,VH,9.0
1,51,108.0,right,10000,20000,VH,12.0
1,52,105.0,left,10000,20000,VH,12.0
1,53,92.0,left,10000,20000,VH,11.0
1,54,75.0,left,10000,20000,VH,9.0
1,55,81.0,right,10000,20000,VH,9.0
1,56,103.0,right,10000,20000,VH,12.0
1,57,97.0,right,10000,20000,VH,11.0
1,58,82.0,left,10000,20000,VH,10.0
1,59,107.0,right,10000,20000,VH,12.0
1,60,83.0,left,10000,20000,VH,10.0
1,61,28.0,right,10000,20000,V,4.0
1,62,1.0,right,10000,20000,V,1.0
1,63,3.0,left,10000,20000,V,1.0
1,64,4.0,right,10000,20000,V,1.0
1,65,30.0,right,10000,20000,V,4.0
1,66,19.0,left,10000,20000,V,3.0
1,67,55.0,left,10000,20000,H,7.0
1,68,59.0,left,10000,20000,H,7.0
1,69,58.0,right,10000,20000,H,7.0
1,70,44.0,right,10000,20000,H,5.0
1,71,68.0,left,10000,20000,H,8.0
1,72,57.0,right,10000,20000,H,7.0
1,73,95.0,left,10000,20000,VH,11.0
1,74,73.0,left,10000,20000,VH,9.0
1,75,99.0,right,10000,20000,VH,11.0
1,76,101.0,left,10000,20000,VH,12.0
1,77,93.0,left,10000,20000,VH,11.0
1,78,94.0,left,10000,20000,VH,11.0
1,79,26.0,left,10000,20000,V,3.0
1,80,25.0,left,10000,20000,V,3.0
1,81,11.0,left,10000,20000,V,2.0
1,82,7.0,right,10000,20000,V,1.0
1,83,36.0,right,10000,20000,V,4.0
1,84,20.0,right,10000,20000,V,3.0
1,85,39.0,left,10000,20000,H,5.0
1,86,48.0,right,10000,20000,H,6.0
1,87,53.0,left,10000,20000,H,6.0
1,88,49.0,right,10000,20000,H,6.0
1,89,51.0,right,10000,20000,H,6.0
1,90,63.0,left,10000,20000,H,7.0
1,91,78.0,right,10000,20000,VH,9.0
1,92,100.0,right,10000,20000,VH,12.0
1,93,86.0,left,10000,20000,VH,10.0
1,94,98.0,right,10000,20000,VH,11.0
1,95,106.0,right,10000,20000,VH,12.0
1,96,102.0,left,10000,20000,VH,12.0
1,97,61.0,right,10000,20000,H,7.0
1,98,50.0,left,10000,20000,H,6.0
1,99,46.0,right,10000,20000,H,6.0
1,100,65.0,left,10000,20000,H,8.0
1,101,60.0,left,10000,20000,H,7.0
1,102,37.0,right,10000,20000,H,5.0
1,103,31.0,right,10000,20000,V,4.0
1,104,29.0,right,10000,20000,V,4.0
1,105,16.0,left,10000,20000,V,2.0
1,106,12.0,left,10000,20000,V,2.0
1,107,27.0,right,10000,20000,V,3.0
1,108,15.0,right,10000,20000,V,2.0
2,1,88.0,left,10000,20000,VH,10.0
2,2,104.0,left,10000,20000,VH,12.0
2,3,94.0,right,10000,20000,VH,11.0
2,4,90.0,left,10000,20000,VH,10.0
2,5,76.0,left,10000,20000,VH,9.0
2,6,79.0,right,10000,20000,VH,9.0
2,7,35.0,left,10000,20000,V,4.0
2,8,10.0,right,10000,20000,V,2.0
2,9,7.0,left,10000,20000,V,1.0
2,10,6.0,right,10000,20000,V,1.0
2,11,27.0,left,10000,20000,V,3.0
2,12,9.0,right,10000,20000,V,1.0
2,13,56.0,right,10000,20000,H,7.0
2,14,58.0,left,10000,20000,H,7.0
2,15,59.0,left,10000,20000,H,7.0
2,16,48.0,right,10000,20000,H,6.0
2,17,37.0,left,10000,20000,H,5.0
2,18,45.0,left,10000,20000,H,5.0
2,19,108.0,left,10000,20000,VH,12.0
2,20,103.0,right,10000,20000,VH,12.0
2,21,91.0,left,10000,20000,VH,11.0
2,22,74.0,left,10000,20000,VH,9.0
2,23,96.0,left,10000,20000,VH,11.0
2,24,106.0,left,10000,20000,VH,12.0
2,25,36.0,left,10000,20000,V,4.0
2,26,34.0,right,10000,20000,V,4.0
2,27,31.0,right,10000,20000,V,4.0
2,28,5.0,left,10000,20000,V,1.0
2,29,11.0,left,10000,20000,V,2.0
2,30,26.0,right,10000,20000,V,3.0
2,31,51.0,right,10000,20000,H,6.0
2,32,72.0,right,10000,20000,H,8.0
2,33,62.0,left,10000,20000,H,7.0
2,34,41.0,right,10000,20000,H,5.0
2,35,49.0,left,10000,20000,H,6.0
2,36,66.0,right,10000,20000,H,8.0
2,37,46.0,right,10000,20000,H,6.0
2,38,50.0,right,10000,20000,H,6.0
2,39,43.0,left,10000,20000,H,5.0
2,40,63.0,left,10000,20000,H,7.0
2,41,44.0,right,10000,20000,H,5.0
2,42,60.0,left,10000,20000,H,7.0
2,43,82.0,right,10000,20000,VH,10.0
2,44,95.0,right,10000,20000,VH,11.0
2,45,92.0,right,10000,20000,VH,11.0
2,46,73.0,right,10000,20000,VH,9.0
2,47,78.0,right,10000,20000,VH,9.0
2,48,98.0,right,10000,20000,VH,11.0
2,49,15.0,left,10000,20000,V,2.0
2,50,28.0,right,10000,20000,V,4.0
2,51,13.0,right,10000,20000,V,2.0
2,52,29.0,right,10000,20000,V,4.0
2,53,30.0,right,10000,20000,V,4.0
2,54,1.0,left,10000,20000,V,1.0
2,55,67.0,left,10000,20000,H,8.0
2,56,52.0,left,10000,20000,H,6.0
2,57,39.0,left,10000,20000,H,5.0
2,58,55.0,right,10000,20000,H,7.0
2,59,61.0,left,10000,20000,H,7.0
2,60,47.0,left,10000,20000,H,6.0
2,61,100.0,right,10000,20000,VH,12.0
2,62,81.0,right,10000,20000,VH,9.0
2,63,75.0,right,10000,20000,VH,9.0
2,64,105.0,left,10000,20000,VH,12.0
2,65,86.0,right,10000,20000,VH,10.0
2,66,93.0,right,10000,20000,VH,11.0
2,67,25.0,left,10000,20000,V,3.0
2,68,8.0,left,10000,20000,V,1.0
2,69,17.0,left,10000,20000,V,2.0
2,70,22.0,right,10000,20000,V,3.0
2,71,16.0,right,10000,20000,V,2.0
2,72,32.0,left,10000,20000,V,4.0
2,73,2.0,left,10000,20000,V,1.0
2,74,33.0,left,10000,20000,V,4.0
2,75,21.0,right,10000,20000,V,3.0
2,76,3.0,right,10000,20000,V,1.0
2,77,23.0,left,10000,20000,V,3.0
2,78,4.0,right,10000,20000,V,1.0
2,79,102.0,left,10000,20000,VH,12.0
2,80,80.0,left,10000,20000,VH,9.0
2,81,84.0,left,10000,20000,VH,10.0
2,82,107.0,left,10000,20000,VH,12.0
2,83,77.0,right,10000,20000,VH,9.0
2,84,87.0,right,10000,20000,VH,10.0
2,85,68.0,right,10000,20000,H,8.0
2,86,53.0,left,10000,20000,H,6.0
2,87,69.0,right,10000,20000,H,8.0
2,88,42.0,right,10000,20000,H,5.0
2,89,65.0,left,10000,20000,H,8.0
2,90,70.0,left,10000,20000,H,8.0
2,91,97.0,right,10000,20000,VH,11.0
2,92,101.0,left,10000,20000,VH,12.0
2,93,89.0,right,10000,20000,VH,10.0
2,94,99.0,left,10000,20000,VH,11.0
2,95,85.0,left,10000,20000,VH,10.0
2,96,83.0,left,10000,20000,VH,10.0
2,97,20.0,left,10000,20000,V,3.0
2,98,19.0,left,10000,20000,V,3.0
2,99,14.0,right,10000,20000,V,2.0
2,100,18.0,right,10000,20000,V,2.0
2,101,12.0,left,10000,20000,V,2.0
2,102,24.0,right,10000,20000,V,3.0
2,103,57.0,right,10000,20000,H,7.0
2,104,71.0,right,10000,20000,H,8.0
2,105,40.0,right,10000,20000,H,5.0
2,106,54.0,right,10000,20000,H,6.0
2,107,38.0,right,10000,20000,H,5.0
2,108,64.0,left,10000,20000,H,8.0
3,1,105.0,right,10000,20000,VH,12.0
3,2,108.0,left,10000,20000,VH,12.0
3,3,88.0,right,10000,20000,VH,10.0
3,4,80.0,right,10000,20000,VH,9.0
3,5,83.0,left,10000,20000,VH,10.0
3,6,98.0,right,10000,20000,VH,11.0
3,7,46.0,left,10000,20000,H,6.0
3,8,62.0,right,10000,20000,H,7.0
3,9,48.0,right,10000,20000,H,6.0
3,10,68.0,right,10000,20000,H,8.0
3,11,45.0,right,10000,20000,H,5.0
3,12,59.0,right,10000,20000,H,7.0
3,13,29.0,left,10000,20000,V,4.0
3,14,2.0,left,10000,20000,V,1.0
3,15,1.0,right,10000,20000,V,1.0
3,16,17.0,left,10000,20000,V,2.0
3,17,20.0,right,10000,20000,V,3.0
3,18,25.0,left,10000,20000,V,3.0
3,19,31.0,left,10000,20000,V,4.0
3,20,23.0,left,10000,20000,V,3.0
3,21,19.0,right,10000,20000,V,3.0
3,22,26.0,right,10000,20000,V,3.0
3,23,24.0,left,10000,20000,V,3.0
3,24,27.0,left,10000,20000,V,3.0
3,25,104.0,right,10000,20000,VH,12.0
3,26,77.0,right,10000,20000,VH,9.0
3,27,86.0,left,10000,20000,VH,10.0
3,28,92.0,left,10000,20000,VH,11.0
3,29,102.0,right,10000,20000,VH,12.0
3,30,82.0,left,10000,20000,VH,10.0
3,31,50.0,left,10000,20000,H,6.0
3,32,43.0,right,10000,20000,H,5.0
3,33,44.0,left,10000,20000,H,5.0
3,34,57.0,left,10000,20000,H,7.0
3,35,66.0,left,10000,20000,H,8.0
3,36,52.0,right,10000,20000,H,6.0
3,37,71.0,left,10000,20000,H,8.0
3,38,39.0,right,10000,20000,H,5.0
3,39,61.0,left,10000,20000,H,7.0
3,40,58.0,left,10000,20000,H,7.0
3,41,55.0,right,10000,20000,H,7.0
3,42,49.0,left,10000,20000,H,6.0
3,43,12.0,right,10000,20000,V,2.0
3,44,11.0,right,10000,20000,V,2.0
3,45,33.0,right,10000,20000,V,4.0
3,46,16.0,left,10000,20000,V,2.0
3,47,14.0,right,10000,20000,V,2.0
3,48,21.0,right,10000,20000,V,3.0
3,49,93.0,right,10000,20000,VH,11.0
3,50,84.0,left,10000,20000,VH,10.0
3,51,99.0,left,10000,20000,VH,11.0
3,52,87.0,left,10000,20000,VH,10.0
3,53,90.0,left,10000,20000,VH,10.0
3,54,106.0,right,10000,20000,VH,12.0
3,55,36.0,left,10000,20000,V,4.0
3,56,30.0,left,10000,20000,V,4.0
3,57,10.0,right,10000,20000,V,2.0
3,58,8.0,right,10000,20000,V,1.0
3,59,3.0,left,10000,20000,V,1.0
3,60,28.0,right,10000,20000,V,4.0
3,61,67.0,left,10000,20000,H,8.0
3,62,70.0,right,10000,20000,H,8.0
3,63,41.0,right,10000,20000,H,5.0
3,64,69.0,left,10000,20000,H,8.0
3,65,72.0,right,10000,20000,H,8.0
3,66,65.0,left,10000,20000,H,8.0
3,67,101.0,left,10000,20000,VH,12.0
3,68,89.0,left,10000,20000,VH,10.0
3,69,74.0,left,10000,20000,VH,9.0
3,70,100.0,right,10000,20000,VH,12.0
3,71,91.0,left,10000,20000,VH,11.0
3,72,81.0,right,10000,20000,VH,9.0
3,73,56.0,right,10000,20000,H,7.0
3,74,37.0,left,10000,20000,H,5.0
3,75,42.0,right,10000,20000,H,5.0
3,76,63.0,right,10000,20000,H,7.0
3,77,38.0,left,10000,20000,H,5.0
3,78,53.0,right,10000,20000,H,6.0
3,79,34.0,left,10000,20000,V,4.0
3,80,15.0,right,10000,20000,V,2.0
3,81,5.0,right,10000,20000,V,1.0
3,82,4.0,right,10000,20000,V,1.0
3,83,35.0,left,10000,20000,V,4.0
3,84,18.0,left,10000,20000,V,2.0
3,85,96.0,right,10000,20000,VH,11.0
3,86,94.0,left,10000,20000,VH,11.0
3,87,78.0,left,10000,20000,VH,9.0
3,88,75.0,right,10000,20000,VH,9.0
3,89,85.0,right,10000,20000,VH,10.0
3,90,95.0,left,10000,20000,VH,11.0
3,91,9.0,right,10000,20000,V,1.0
3,92,13.0,right,10000,20000,V,2.0
3,93,32.0,left,10000,20000,V,4.0
3,94,22.0,left,10000,20000,V,3.0
3,95,7.0,right,10000,20000,V,1.0
3,96,6.0,left,10000,20000,V,1.0
3,97,103.0,right,10000,20000,VH,12.0
3,98,97.0,right,10000,20000,VH,11.0
3,99,73.0,right,10000,20000,VH,9.0
3,100,79.0,left,10000,20000,VH,9.0
3,101,107.0,right,10000,20000,VH,12.0
3,102,76.0,left,10000,20000,VH,9.0
3,103,54.0,left,10000,20000,H,6.0
3,104,64.0,left,10000,20000,H,8.0
3,105,51.0,right,10000,20000,H,6.0
3,106,40.0,right,10000,20000,H,5.0
3,107,47.0,left,10000,20000,H,6.0
3,108,60.0,left,10000,20000,H,7.0
4,1,24.0,left,10000,20000,V,3.0
4,2,27.0,right,10000,20000,V,3.0
4,3,12.0,left,10000,20000,V,2.0
4,4,15.0,left,10000,20000,V,2.0
4,5,10.0,left,10000,20000,V,2.0
4,6,3.0,right,10000,20000,V,1.0
4,7,78.0,right,10000,20000,VH,9.0
4,8,100.0,left,10000,20000,VH,12.0
4,9,90.0,right,10000,20000,VH,10.0
4,10,83.0,left,10000,20000,VH,10.0
4,11,75.0,left,10000,20000,VH,9.0
4,12,102.0,left,10000,20000,VH,12.0
4,13,42.0,left,10000,20000,H,5.0
4,14,65.0,left,10000,20000,H,8.0
4,15,38.0,right,10000,20000,H,5.0
4,16,45.0,right,10000,20000,H,5.0
4,17,39.0,right,10000,20000,H,5.0
4,18,67.0,left,10000,20000,H,8.0
4,19,88.0,left,10000,20000,VH,10.0
4,20,92.0,right,10000,20000,VH,11.0
4,21,89.0,left,10000,20000,VH,10.0
4,22,84.0,right,10000,20000,VH,10.0
4,23,103.0,right,10000,20000,VH,12.0
4,24,94.0,left,10000,20000,VH,11.0
4,25,34.0,left,10000,20000,V,4.0
4,26,16.0,right,10000,20000,V,2.0
4,27,32.0,left,10000,20000,V,4.0
4,28,29.0,left,10000,20000,V,4.0
4,29,18.0,right,10000,20000,V,2.0
4,30,13.0,right,10000,20000,V,2.0
4,31,58.0,right,10000,20000,H,7.0
4,32,41.0,left,10000,20000,H,5.0
4,33,47.0,left,10000,20000,H,6.0
4,34,46.0,right,10000,20000,H,6.0
4,35,54.0,right,10000,20000,H,6.0
4,36,48.0,left,10000,20000,H,6.0
4,37,56.0,left,10000,20000,H,7.0
4,38,63.0,left,10000,20000,H,7.0
4,39,66.0,left,10000,20000,H,8.0
4,40,72.0,right,10000,20000,H,8.0
4,41,62.0,right,10000,20000,H,7.0
4,42,57.0,right,10000,20000,H,7.0
4,43,106.0,right,10000,20000,VH,12.0
4,44,74.0,right,10000,20000,VH,9.0
4,45,87.0,right,10000,20000,VH,10.0
4,46,85.0,right,10000,20000,VH,10.0
4,47,82.0,right,10000,20000,VH,10.0
4,48,91.0,right,10000,20000,VH,11.0
4,49,8.0,left,10000,20000,V,1.0
4,50,4.0,left,10000,20000,V,1.0
4,51,14.0,left,10000,20000,V,2.0
4,52,2.0,right,10000,20000,V,1.0
4,53,31.0,right,10000,20000,V,4.0
4,54,35.0,right,10000,20000,V,4.0
4,55,20.0,left,10000,20000,V,3.0
4,56,21.0,left,10000,20000,V,3.0
4,57,9.0,right,10000,20000,V,1.0
4,58,33.0,left,10000,20000,V,4.0
4,59,6.0,right,10000,20000,V,1.0
4,60,1.0,right,10000,20000,V,1.0
4,61,50.0,right,10000,20000,H,6.0
4,62,49.0,right,10000,20000,H,6.0
4,63,53.0,left,10000,20000,H,6.0
4,64,40.0,right,10000,20000,H,5.0
4,65,55.0,right,10000,20000,H,7.0
4,66,44.0,right,10000,20000,H,5.0
4,67,95.0,left,10000,20000,VH,11.0
4,68,77.0,left,10000,20000,VH,9.0
4,69,101.0,left,10000,20000,VH,12.0
4,70,73.0,right,10000,20000,VH,9.0
4,71,81.0,left,10000,20000,VH,9.0
4,72,96.0,left,10000,20000,VH,11.0
4,73,86.0,left,10000,20000,VH,10.0
4,74,97.0,right,10000,20000,VH,11.0
4,75,99.0,left,10000,20000,VH,11.0
4,76,93.0,left,10000,20000,VH,11.0
4,77,76.0,right,10000,20000,VH,9.0
4,78,104.0,right,10000,20000,VH,12.0
4,79,36.0,right,10000,20000,V,4.0
4,80,22.0,left,10000,20000,V,3.0
4,81,25.0,right,10000,20000,V,3.0
4,82,17.0,left,10000,20000,V,2.0
4,83,30.0,right,10000,20000,V,4.0
4,84,26.0,right,10000,20000,V,3.0
4,85,64.0,right,10000,20000,H,8.0
4,86,68.0,left,10000,20000,H,8.0
4,87,60.0,left,10000,20000,H,7.0
4,88,37.0,right,10000,20000,H,5.0
4,89,51.0,left,10000,20000,H,6.0
4,90,59.0,left,10000,20000,H,7.0
4,91,5.0,right,10000,20000,V,1.0
4,92,11.0,left,10000,20000,V,2.0
4,93,23.0,left,10000,20000,V,3.0
4,94,19.0,right,10000,20000,V,3.0
4,95,28.0,right,10000,20000,V,4.0
4,96,7.0,left,10000,20000,V,1.0
4,97,107.0,right,10000,20000,VH,12.0
4,98,105.0,left,10000,20000,VH,12.0
4,99,80.0,right,10000,20000,VH,9.0
4,100,98.0,left,10000,20000,VH,11.0
4,101,108.0,left,10000,20000,VH,12.0
4,102,79.0,right,10000,20000,VH,9.0
4,103,69.0,left,10000,20000,H,8.0
4,104,52.0,left,10000,20000,H,6.0
4,105,61.0,right,10000,20000,H,7.0
4,106,70.0,left,10000,20000,H,8.0
4,107,43.0,left,10000,20000,H,5.0
4,108,71.0,right,10000,20000,H,8.0
5,1,31.0,left,10000,20000,V,4.0
5,2,27.0,right,10000,20000,V,3.0
5,3,19.0,left,10000,20000,V,3.0
5,4,36.0,right,10000,20000,V,4.0
5,5,3.0,right,10000,20000,V,1.0
5,6,18.0,right,10000,20000,V,2.0
5,7,103.0,right,10000,20000,VH,12.0
5,8,93.0,left,10000,20000,VH,11.0
5,9,108.0,right,10000,20000,VH,12.0
5,10,94.0,right,10000,20000,VH,11.0
5,11,104.0,right,10000,20000,VH,12.0
5,12,98.0,left,10000,20000,VH,11.0
5,13,56.0,left,10000,20000,H,7.0
5,14,59.0,right,10000,20000,H,7.0
5,15,38.0,left,10000,20000,H,5.0
5,16,47.0,left,10000,20000,H,6.0
5,17,57.0,right,10000,20000,H,7.0
5,18,45.0,right,10000,20000,H,5.0
5,19,20.0,left,10000,20000,V,3.0
5,20,8.0,right,10000,20000,V,1.0
5,21,25.0,right,10000,20000,V,3.0
5,22,11.0,right,10000,20000,V,2.0
5,23,6.0,left,10000,20000,V,1.0
5,24,24.0,left,10000,20000,V,3.0
5,25,75.0,left,10000,20000,VH,9.0
5,26,83.0,left,10000,20000,VH,10.0
5,27,73.0,right,10000,20000,VH,9.0
5,28,99.0,left,10000,20000,VH,11.0
5,29,84.0,left,10000,20000,VH,10.0
5,30,102.0,left,10000,20000,VH,12.0
5,31,67.0,left,10000,20000,H,8.0
5,32,42.0,left,10000,20000,H,5.0
5,33,55.0,right,10000,20000,H,7.0
5,34,46.0,right,10000,20000,H,6.0
5,35,69.0,left,10000,20000,H,8.0
5,36,54.0,right,10000,20000,H,6.0
5,37,32.0,left,10000,20000,V,4.0
5,38,16.0,left,10000,20000,V,2.0
5,39,17.0,left,10000,20000,V,2.0
5,40,1.0,left,10000,20000,V,1.0
5,41,26.0,right,10000,20000,V,3.0
5,42,28.0,right,10000,20000,V,4.0
5,43,60.0,right,10000,20000,H,7.0
5,44,71.0,left,10000,20000,H,8.0
5,45,50.0,right,10000,20000,H,6.0
5,46,49.0,right,10000,20000,H,6.0
5,47,62.0,right,10000,20000,H,7.0
5,48,53.0,left,10000,20000,H,6.0
5,49,79.0,right,10000,20000,VH,9.0
5,50,88.0,right,10000,20000,VH,10.0
5,51,80.0,left,10000,20000,VH,9.0
5,52,90.0,left,10000,20000,VH,10.0
5,53,86.0,right,10000,20000,VH,10.0
5,54,97.0,left,10000,20000,VH,11.0
5,55,30.0,right,10000,20000,V,4.0
5,56,33.0,right,10000,20000,V,4.0
5,57,22.0,left,10000,20000,V,3.0
5,58,29.0,right,10000,20000,V,4.0
5,59,15.0,right,10000,20000,V,2.0
5,60,23.0,left,10000,20000,V,3.0
5,61,85.0,right,10000,20000,VH,10.0
5,62,78.0,left,10000,20000,VH,9.0
5,63,92.0,left,10000,20000,VH,11.0
5,64,87.0,right,10000,20000,VH,10.0
5,65,106.0,right,10000,20000,VH,12.0
5,66,96.0,left,10000,20000,VH,11.0
5,67,37.0,left,10000,20000,H,5.0
5,68,44.0,left,10000,20000,H,5.0
5,69,61.0,right,10000,20000,H,7.0
5,70,43.0,right,10000,20000,H,5.0
5,71,40.0,left,10000,20000,H,5.0
5,72,66.0,right,10000,20000,H,8.0
5,73,4.0,right,10000,20000,V,1.0
5,74,2.0,right,10000,20000,V,1.0
5,75,21.0,left,10000,20000,V,3.0
5,76,34.0,left,10000,20000,V,4.0
5,77,10.0,left,10000,20000,V,2.0
5,78,5.0,right,10000,20000,V,1.0
5,79,63.0,left,10000,20000,H,7.0
5,80,64.0,left,10000,20000,H,8.0
5,81,58.0,left,10000,20000,H,7.0
5,82,51.0,left,10000,20000,H,6.0
5,83,52.0,left,10000,20000,H,6.0
5,84,70.0,right,10000,20000,H,8.0
5,85,81.0,right,10000,20000,VH,9.0
5,86,95.0,left,10000,20000,VH,11.0
5,87,105.0,right,10000,20000,VH,12.0
5,88,89.0,left,10000,20000,VH,10.0
5,89,76.0,right,10000,20000,VH,9.0
5,90,107.0,right,10000,20000,VH,12.0
5,91,13.0,left,10000,20000,V,2.0
5,92,12.0,left,10000,20000,V,2.0
5,93,14.0,left,10000,20000,V,2.0
5,94,9.0,left,10000,20000,V,1.0
5,95,7.0,right,10000,20000,V,1.0
5,96,35.0,right,10000,20000,V,4.0
5,97,91.0,left,10000,20000,VH,11.0
5,98,74.0,right,10000,20000,VH,9.0
5,99,82.0,right,10000,20000,VH,10.0
5,100,77.0,right,10000,20000,VH,9.0
5,101,100.0,left,10000,20000,VH,12.0
5,102,101.0,left,10000,20000,VH,12.0
5,103,65.0,right,10000,20000,H,8.0
5,104,72.0,right,10000,20000,H,8.0
5,105,41.0,left,10000,20000,H,5.0
5,106,39.0,left,10000,20000,H,5.0
5,107,48.0,right,10000,20000,H,6.0
5,108,68.0,right,10000,20000,H,8.0
6,1,50.0,right,10000,20000,H,6.0
6,2,58.0,right,10000,20000,H,7.0
6,3,47.0,right,10000,20000,H,6.0
6,4,48.0,left,10000,20000,H,6.0
6,5,43.0,right,10000,20000,H,5.0
6,6,51.0,left,10000,20000,H,6.0
6,7,34.0,left,10000,20000,V,4.0
6,8,12.0,right,10000,20000,V,2.0
6,9,30.0,left,10000,20000,V,4.0
6,10,36.0,right,10000,20000,V,4.0
6,11,29.0,right,10000,20000,V,4.0
6,12,22.0,left,10000,20000,V,3.0
6,13,100.0,right,10000,20000,VH,12.0
6,14,79.0,left,10000,20000,VH,9.0
6,15,106.0,left,10000,20000,VH,12.0
6,16,76.0,right,10000,20000,VH,9.0
6,17,74.0,left,10000,20000,VH,9.0
6,18,90.0,left,10000,20000,VH,10.0
6,19,85.0,right,10000,20000,VH,10.0
6,20,97.0,left,10000,20000,VH,11.0
6,21,86.0,right,10000,20000,VH,10.0
6,22,94.0,right,10000,20000,VH,11.0
6,23,98.0,left,10000,20000,VH,11.0
6,24,108.0,right,10000,20000,VH,12.0
6,25,72.0,left,10000,20000,H,8.0
6,26,39.0,right,10000,20000,H,5.0
6,27,44.0,right,10000,20000,H,5.0
6,28,69.0,right,10000,20000,H,8.0
6,29,60.0,left,10000,20000,H,7.0
6,30,52.0,left,10000,20000,H,6.0
6,31,17.0,left,10000,20000,V,2.0
6,32,25.0,left,10000,20000,V,3.0
6,33,1.0,right,10000,20000,V,1.0
6,34,11.0,left,10000,20000,V,2.0
6,35,3.0,right,10000,20000,V,1.0
6,36,23.0,left,10000,20000,V,3.0
6,37,6.0,right,10000,20000,V,1.0
6,38,31.0,right,10000,20000,V,4.0
6,39,20.0,right,10000,20000,V,3.0
6,40,24.0,left,10000,20000,V,3.0
6,41,9.0,left,10000,20000,V,1.0
6,42,27.0,right,10000,20000,V,3.0
6,43,61.0,right,10000,20000,H,7.0
6,44,67.0,right,10000,20000,H,8.0
6,45,63.0,right,10000,20000,H,7.0
6,46,57.0,left,10000,20000,H,7.0
6,47,54.0,left,10000,20000,H,6.0
6,48,56.0,left,10000,20000,H,7.0
6,49,96.0,left,10000,20000,VH,11.0
6,50,88.0,left,10000,20000,VH,10.0
6,51,82.0,right,10000,20000,VH,10.0
6,52,93.0,left,10000,20000,VH,11.0
6,53,75.0,left,10000,20000,VH,9.0
6,54,84.0,left,10000,20000,VH,10.0
6,55,80.0,right,10000,20000,VH,9.0
6,56,77.0,right,10000,20000,VH,9.0
6,57,102.0,right,10000,20000,VH,12.0
6,58,83.0,left,10000,20000,VH,10.0
6,59,91.0,left,10000,20000,VH,11.0
6,60,73.0,right,10000,20000,VH,9.0
6,61,38.0,right,10000,20000,H,5.0
6,62,65.0,left,10000,20000,H,8.0
6,63,37.0,right,10000,20000,H,5.0
6,64,70.0,left,10000,20000,H,8.0
6,65,45.0,right,10000,20000,H,5.0
6,66,59.0,right,10000,20000,H,7.0
6,67,5.0,left,10000,20000,V,1.0
6,68,18.0,left,10000,20000,V,2.0
6,69,32.0,left,10000,20000,V,4.0
6,70,33.0,right,10000,20000,V,4.0
6,71,2.0,left,10000,20000,V,1.0
6,72,19.0,right,10000,20000,V,3.0
6,73,64.0,right,10000,20000,H,8.0
6,74,71.0,left,10000,20000,H,8.0
6,75,49.0,left,10000,20000,H,6.0
6,76,41.0,left,10000,20000,H,5.0
6,77,53.0,left,10000,20000,H,6.0
6,78,62.0,left,10000,20000,H,7.0
6,79,95.0,right,10000,20000,VH,11.0
6,80,107.0,left,10000,20000,VH,12.0
6,81,104.0,left,10000,20000,VH,12.0
6,82,105.0,right,10000,20000,VH,12.0
6,83,87.0,right,10000,20000,VH,10.0
